idn,akz,bbg,standort,signatur_g,signatur_a,titel,stuecktitel,umfang,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,f4801_k,einrichtung,exemplar
1066872740,L-1521-31533049X,Aaf,DBSM/M/Klemm,"III 95, 24 a","III 95, 24 a",Gespech biechlin neüw|| Karsthans.|| Zů dem Leser.|| Ein neüwer Karsthans komm ich her : , : ,[28] Bl.,,,,,,,,,,1,02
1000635376,L-1521-170885348,Aal,DBSM/M/Klemm,"III 95, 24b","III 95, 24b","Das @ist der hoch thu||ren Babel, id est Cō[n]fusio Pa-||pe, darinn Doctor Lu-||ther gefangen ist|| : ", : ,"[40] Bl., Sign. A - K4",,,,,,,,,,1,02
1066941262,L-1522-315468971,Aaf,DBSM/M/Klemm,"III 95, 25","III 95, 25",Doctor keiserszberg Postil:|| Vber die fyer Euangelia durchs jor/ sampt dem Quadragesimal/ vnd von|| ettlichen Heyligen/ newlich vßgangen.|| (DEr Pass, : ,"XXXV,[1],CXVII,[29],CIX,[1],XXXI Bl.",,,,,,,,,,1,02
1066956359,L-1521-315487038,Aaf,DBSM/M/Klemm,"III 95, 25 a","III 95, 25 a","(HVLDE||RICHI AB|| HVTTEN|| EQ. GERM.|| In Hieronymum Aleandru, & Marinum Caraccio=||lum, LEONIS decimi, P.M. Oratores in Ger=||mania, Inuectiue singu", : ,[32] Bl.,,,,,,,,,,1,02
1066839409,L-1520-31529941X,AaB,DBSM/M/Klemm,"III 95, 25 b","III 95, 25 b","BVLLA|| Decimi Leonis, contra errores Martini|| Lutheri, & sequacium.|| ... ||[Hrsg.v. (Vlrichus de Hutten ...||)] : ", : ,[21] Bl.,,,,,,,,,,1,02
1066956561,L-1520-315487232,Aaf,DBSM/M/Klemm,"III 95, 25 c","III 95, 25 c",Hoc in libello haec continentur:|| VLRICHI : , : ,[24] Bl.,,,,,,,,,,1,02
1066958076,L-1523-315488700,Aaf,DBSM/M/Klemm,"III 95, 25 d","III 95, 25 d",Wrteil D. Martin Luthers|| vnd Philippi Melanchthonis von|| Erasmo Roterdam.|| Ein Christlicher sendtbrieff D.|| Martin Luthers an D. Wolfgang Fabriti, : ,[7] Bl.,,,,,,,,,,1,02
998855499,L-1511-167077805,Aal,DBSM/M/Klemm,"III 95, 25 e","III 95, 25 e",De libertate ec||clesiastica: tractatus Jo||annis Lupi apo[stolice] se[dis]|| protonotarij|| : Eiusdem tracta||tus dialogic?[us] ; de cō[n]federa||tiō, : ,"70, [2 Bl.], a8, b4, c4, d8, e4, f4, g8, h - i4, k8, l - m4, n8",,,,,,,,"Vorbesitzervermerk auf dem Titelblatt, hs.: Monasterii Ss. Udalrici & Afrae Augustae",,1,02
1066958092,L-1522-315488735,Aaf,DBSM/M/Klemm,"III 95, 26","III 95, 26",Eyn @missiue all? den so von wegen|| des wortt gottes verfolgug lyden tr#[oe]stlich/ võ|| doctor Martin Luther an den Erenuesten|| Harttmut von Cronbe, : ,[14] Bl.,,,,,,,,,,1,02
1066958025,L-1524-315488654,Aaf,DBSM/M/Klemm,"III 95, 27","III 95, 27","Die @weyse vnd Or=||denung der Meß, Vnnd|| wie man das Hoch=||wirdig Sacra=||ment niessen|| soll.|| D.Mart.Luthers.|| M.D.xxiiij.|| Wittenberg.|| : ", : ,[24] Bl.,,,,,,,,,,1,02
1066956472,L-1525-315487143,Aaf,DBSM/M/Klemm,"III 95, 28","III 95, 28","IMPERA||TORVM ROMANORVM|| LIBELLVS.|| Vnà cum imaginibus,|| ad uiuam effigiem|| expreßis.|| : ", : ,"[8],91[=88],[4] Bl.",,,,,,,,,,1,02
1066960003,L-1524-315490535,Aaf,DBSM/M/Klemm,"III 95, 29","III 95, 29","ANNO=||TATIONES PHILIPPI|| Melanchthonis in Epistolam Pauli|| ad Romanos unã. Et ad Corinthi||os duas, diligentiß. recognitae.|| ITEM PRAEPATIO|| Meth", : ,"144, [22] Bl.",,,,,,,,,,1,02
106696324X,L-1524-315493518,Aaf,DBSM/M/Klemm,"III 95, 30","III 95, 30",Ein @kurtz Register : , : ,[4] Bl.,,,,,,,,,,1,02
1066848556,L-1530-31530765X,Aaf,DBSM/M/Klemm,"III 95, 31","III 95, 31","Außgebrennte vnd Distillierte wasser, wie sie zů iedem gebresten des Menschen leibs, vnd warzů sunst deren gebrauch fürträglich, dienen. Jetzt newlich", : ,"[4], XXVI Bl.",,,,,,,,,,1,02
1066874107,L-1531-315331909,Aaf,DBSM/M/Klemm,"III 95, 32","III 95, 32","Chronica,|| Zeÿtbuch vnd geschÿcht||bibel von anbegyn biß inn diß ge||genwertig M.D.xxxj. jar...|| verfaßt. Durch Sebastianum Frācken von|| Wörd ...||", : ,"[12], Dxxvj Bl.",,,,,,,,,,1,02
1066956308,L-1535-315487003,Aaf,DBSM/M/Klemm,"III 95, 33","III 95, 33",JOsephi des hochbe||r#[ue]mpten vnd vast nutzlich=||en Historici.|| Zwentzig b#[ue]cher von den alten geschichten|| ... corrigiert vnd gebessert.|| Si, : ,"[14], cccxxix, [18 statt 29], clxxvj Bl.",,,,,,,,,,1,02
1066956413,L-1536-315487097,Aaf,DBSM/M/Klemm,"III 95, 34","III 95, 34",Gart der gesuntheit|| Zu latein|| HORTVS|| SANITATIS. Sagt in vier|| B#[ue]cheren wie hernach volget.|| [Sp.1]Von : , : ,"[5 statt 6], CXLI Bl.",,,,,,,,,,1,02
1137895888,L-9999-414174798,Qd,DBSM/M/Klemm,"III 95, 35","III 95, 35",Sammelband : , : ,Band mit angebundenem Werk,,,,,,,,,,1,02
994508492,L-1541-156066491,Aal,DBSM/M/Klemm,"III 95, 35 a","III 95, 35 a","M. Tvllii Ciceronis alterum epistolarum volumen : Ad T. Atticum ; Ad M. Brutum ; ad Q. fratrem , Cum praefatione Joannis Sturmij ad Vuolfgangum Abbate", : ,"[15], 331, [55] Bl.",,,,,,,,Schluß fehlt: 1 Bl. herausgeschn.?,,1,02
1066957061,L-1549-315487682,Aaf,DBSM/M/Klemm,"III 95, 36","III 95, 36",Spiegel der Mensch=||lichen bl#[oe]digkeit.|| Warhafftige abcontrafactur al=||ler menschlichen stenden auff Erden/ vnnd das || vnder allen/ kein wanck, : ,"[8], xxxij Bl.",,,,,,,,,,1,02
1001684656,L-1559-175394415,Aal,DBSM/M/Klemm,"III 95, 36a","III 95, 36a","Ioannis Sleidani commentariorum de statu religionis et reipublicae, Carolo Quinto Caesare, libri 26 : una cum apologia ab ipso authore conscripta et i", : ,"Tit. m. Druckersign., [7] Bl., 872 S., [10, 2 leere] Bl.",,,,,,,,Zeitgenöss. Wittenberger Schweinsledereinband v. Georg Kammerberger,,1,02
1066842213,L-1538-315301953,Aaf,DBSM/M/Klemm,"III 95, 37","III 95, 37",DEr @Richterlich Clagspiegel.|| ... : , : ,"[6], CXXXV Bl.",,,,,,,,,,1,02
1138244139,L-9999-414748298,Qd,DBSM/M/Klemm,"III 95, 38","III 95, 38",Sammelband : , : ,Band mit angebundenem Werk,,,,,,,,,,1,02
1066962901,L-1541-315493178,Aaf,DBSM/M/Klemm,"III 95, 39","III 95, 39",Valerius Maxi=||mus von geschichten der|| R#[oe]mer vnd aussers Volcks/ Per=||ser/ Medier/ Griechen/ Aphern/|| Flem̃ing vnd Teutschen ...|| Jtzunt von, : ,"[4], lxxxij Bl.",,,,,,,,,,1,02
1066964106,L-1538-315494328,Aaf,DBSM/M/Klemm,"III 95, 40","III 95, 40",Eine @trewe Warnung/|| Wie die b#[ae]pst allwegen wider die Teut||schen Keyser geweßt/ auff das kürtzest auß allen Chro=||nicken gezogen. K.M. fürzubr, : ,[20] Bl.,,,,,,,,,,1,02
1066960224,L-1540-31549073X,Aaf,DBSM/M/Klemm,"III 95, 41","III 95, 41",Die @alt vnd new Schel=||men Zunfft.|| Ein sch#[oe]ne Satyra// das ist// straffbüch||lein viler handt laster// die allenthalben in der welt : , : ,[48] Bl.,,,,,,,,,,1,02
1066957703,L-1545-315488328,Aaf,DBSM/M/Klemm,"III 95, 42","III 95, 42",WJder das Ba~b||stu~m zu Rom vom : , : ,[79] Bl.,,,,,,,,,,1,02
1066960437,L-1522-315490918,Aaf,DBSM/M/Klemm,"III 95, 43","III 95, 43","QVOD|| EXPEDIAT EPISTOLAE|| et Euangelij lectionem in Mis=||sa, uernaculo sermone plebi|| promulgari, Oecolampa||dij ad Hedionem|| Epistola.|| ...|| :", : ,[19] Bl.,,,,,,,,,,1,02
99701475X,L-1545-163209340,Aal,DBSM/M/Klemm,"III 95, 44","III 95, 44",CHRONICA|| der Alten Christ||lichen Kirchen.|| j. Hystoria Ecclesiastica Euse||bij Pamphili Caesariensis xj. Bücher.||.ij. Hystoria Ecclesiastica Tri=, : ,"[24], ccccxj Bl.",,,,,,,,,,1,02
1066942102,L-1521-315469749,Aaf,DBSM/M/Klemm,"III 96, 1","III 96, 1",Opvs Merlini Cocaii Poete Mantuani Macaronicorum : , : ,"272, [8] Bl.",,,,,,,,zahlr. hs. Anm.,,1,02
1002571936,L-1532-177606290,Aal,DBSM/M/Klemm,"III 96, 2","III 96, 2",Synodia|| vgonia|| episcopi|| Phamavgv=||stani|| De conciliis : , : ,"[4], 145 u. 1 leer. Bl.",,,,,,,,Zeitgenöss. Pappband m. durchgezog. Bünden; Einträge v. mehr. Vorbesitzern zwi. 1591 u. 1598,,1,02
1066876614,L-1521-315334355,Aaf,DBSM/M/Klemm,"III 97, 1","III 97, 1",Montisferrati Marchionum & Principum Regie propaginis: successionumque series nuper elucidata : , : ,[60] Bl.,,,,,,,,restauriert,,1,02
1066934762,L-1518-315462760,Aa,DBSM/M/Klemm,"III 98, 1","III 98, 1",P. Vergilius Maro cum Magnete suo Seruio Mario grammatico : interprete quam castigatissimo : & pristinae lectioni : sibique demum plene restituto: cui, : ,"XII Blätter 11 ungezählte Seiten, CLXXXIIII [d.i. CLXXXV] Blätter",,,,,,,,"hs. Eintragungen: auf Bl. CLXXXIIIIv: Imp. Taurini 1518 n. martii, hs. Jahreszahl auf d. Titelbl.: 1554",,1,02
994053215,L-1558-154381950,Aal,DBSM/M/Klemm,"III 99 D, 1","III 99 D, 1","SENTEN=||TIAE EX DOCTORIBVS COLLECTAE, PER|| DOCTISS: VIRVM R. BARNI|| ANGLVM, ...|| Nunc longè quàm antea emendatius edi=||tae, ac id genus illustrib", : ,"[152 Bl.], Sign.: [8];)([8]; [8]A [4]; B - Q [8], R [4].",,,,,,,,Zeitgenoss. Pergamentumschlag,,1,02
1066867941,L-1522-315326115,AaB,DBSM/M/Klemm,"III 99, 1","III 99, 1",Ain @Nützliche|| Sermon zů allen Cristē menschē/ von der rechte|| Euangelische meß/ vnd von der beraytung|| zů dem Tisch gottes/...|| Von Johanne Diep, : ,[6] Bl.,,,,,,,,,,1,02
1066962189,L-1534-315492589,Aaf,DBSM/M/Klemm,"III 99, 2","III 99, 2",DAuids Eebruch: Mordt|| Straff vnd busz.|| EJn kurtze verzeychnusz vñ|| Außlegung des xj. vnd xij. Capitels/ des|| Andern Buchs Samuelis/ von dem Fall, : ,[24] Bl.,,,,,,,,,,1,02
1132648823,L-9999-406966141,Af,DBSM/M/Klemm,"III 99, 3","III 99, 3",Chronica Zeitbuch unnd Geschichtbibell von anbegyn biß in diss gegenwertig M.D.xxxvi. iar verlengt,[1]. : ,"[8], cxl Bl.",,,,,,,,,,1,02
1132648831,L-9999-40696615X,Af,DBSM/M/Klemm,"III 99, 3","III 99, 3",Chronica Zeitbuch unnd Geschichtbibell von anbegyn biß in diss gegenwertig M.D.xxxvi. iar verlengt,2. : ,Bl. cxlj - ccxcviij [i.e.288],,,,,,,,,,1,02
113264884X,L-9999-406966168,Af,DBSM/M/Klemm,"III 99, 3","III 99, 3",Chronica Zeitbuch unnd Geschichtbibell von anbegyn biß in diss gegenwertig M.D.xxxvi. iar verlengt,3. : ,"cclxxv, [19] Bl.",,,,,,,,,,1,02
1066934541,L-1546-315462531,Aaf,DBSM/M/Klemm,"III 100, 1","III 100, 1",Prouechoso tratado de ca[m]bios y co[n]trataciones d' mercaderes y reprouacion de vsura : hecho por el lice[n]ciado Christoual de Villalo[n] graduado , : ,"liij, (i.e. 50) gez. Bl. [14] Bl.",,,,,,,,,,1,02
1066834091,L-1501-315293942,Aaf,DBSM/M/Klemm,"III 101, 1","III 101, 1",Ivvenalis. Persivs : , : ,76 Bl.,,,,,,,,,,1,02
1066935297,L-1503-315463260,Aaf,DBSM/M/Klemm,"III 101, 2","III 101, 2",Constantini Lascaris ... De octo partibus orationis liber primus. Eiusdem de constructione liber secundus. Eiusdem de nomine et verbo liber tertius. E, : ,[238] Bl.,,,,,,,,mit hs. Anmerkungen,,1,02
1066935300,L-1512-315463279,Aaf,DBSM/M/Klemm,"III 101, 2 a","III 101, 2 a",In hoc libro haec habentvr. Constantini Lascaris Byzantini de octo partibus or[ati]onis lib. I Eiusdem de constructione. Liber secundus. Eiusdem de no, : ,[290] Bl.,,,,,,,,bis Bl. 18 rubriziert,,1,02
1066773343,L-1516-315195681,Af,DBSM/M/Klemm,"III 101, 2 c","III 101, 2 c",P. Ouidij Nasonis uita per Aldum ex ipsius libris excerpta. Heroidum epistolae. Amorum libri 3. De arte amandi libri 3. De remedio amoris libri 2. De ,"3. : Quae hoc volumine continentur. Annotationes in omnia Ouidij opera. Index fabularum, & caeterorum, quae insunt hoc libro secundum ordinem alphabeti. Ouidij Metamorphoseon libri 15","[48] Bl., davon das letzte leer, 204 Bl.",,,,,,,,,,1,02
998827878,L-1515-167033263,Aal,DBSM/M/Klemm,"III 101, 2 d","III 101, 2 d",[Pharsalia] : , : ,"137, [3] Bl.",,,,,,,,"[Zeitgenöss. flexibl. Perg. -Umschlag, mit hs. Vorbesitzereinträgen]",,1,02
998469998,L-1512-166255823,Aal,DBSM/M/Klemm,"III 101, 2a","III 101, 2a",Constantini Lascaris Byzantini de octo partibus oroñis Lib. I.|| Eiusdem de Constructione Liber Secundus|| ... Introductio perbreuis ad hebraicum ling, : ,"Bruchstück: [101] statt [274] Bl., Sign. a8, b10, c8, d10, e8, f9; α8. - 8, ineinandergeheftet",,,,,,,,,,1,02
999810626,L-1502-169491854,Afl,DBSM/M/Klemm,"III 101, 2b","III 101, 2b",[Opera omnia],1. : Quae hoc volumine continentur. Ad Marinum Sannutum epistola ... Ouidii Metamorphoseōn libri quindecim,"[63], [1] leer., [204] Bl. Sign. a - h; a - z; A - B, C4",,,,,,,,,,1,02
994539819,L-1519-156398532,Afl,DBSM/M/Klemm,"III 101, 3","III 101, 3",Opera Omnia,5. : M. T. Ciceronis Orationum volumen primum. - Vol. 1,"[12], 305, [1] Bl.",,,,,,,,"Rücken restauriert. - Orig.-Einbd. in griech. Einbdart, gepunzt. Schnitt",,1,02
994539827,L-1521-156398605,Afl,DBSM/M/Klemm,"III 101, 3","III 101, 3",Opera Omnia,"2. : M. T. Ciceronis epistolarum ad Aticum, ad Brutum, ad Quintum Fratrem libri XX. nuper exacta recogniti cura","[16] Bl., 331, [1] Bl.",,,,,,,,"Auf. d. Tit. hs. Besitzeinträge, darunter: Christoph Ebner, Deutscher, Verona 6. Kalend. Jan. 1561",,1,02
994539835,L-1523-156398680,Afl,DBSM/M/Klemm,"III 101, 3","III 101, 3",Opera Omnia,6. : Opera philosophica. - Vol. 2: De natura deorum; De divinatione [u.a.],"214, [2] Bl.",,,,,,,,Einbd.: Aldinen-Fälschung!,,1,02
1066858225,L-1523-315317000,Aaf,DBSM/M/Klemm,"III 101, 3 b","III 101, 3 b",Silii italici de bello pvnico secvndo XVII libri nvper diligentissime castigati : , : ,"210, [2] Bl.",,,,,,,,,,1,02
994539851,L-1540-15639877X,Afl,DBSM/M/Klemm,"III 101, 3a","III 101, 3a",Opera Omnia,"[Abt. 1]. : M. Tullii Ciceronis epistolae familiares, diligentius, quam quae hactenus exierunt, emendatae","[1], CCXVII, [49] Bl.",,,,,,,,"Gleichzeitig angeb. 2 Lagen Schreibpapier m. zeitgen. hs. Anm. zum Buchinhalt, datiert: Patavii 1540, auf d. Tit. v. gleich. Hand Motto. - Aldinen-Einbd. für Antonius von Wertern, Venedig oder Padua 1540, mit gepunzt. Goldschnitt",,1,02
106685968X,L-1559-315318430,Aaf,DBSM/M/Klemm,"III 101, 4","III 101, 4",C. Plinii Secundi naturalis historiae libri trigintaseptem : index plenissimus, : ,"[14] Bl. 975 S., [84] Bl.",,,,,,,,einige hs. Anm.,,1,02
999751190,L-1551-169106802,Aal,DBSM/M/Klemm,"III 101, 4 a","III 101, 4 a",OLYMPIODORI|| PHILOSOPHI ALEXANDRINI|| IN METEORA ARISTOTELIS COMMENTARII|| : IOANNIS GRAM||MATICI PHILOPONI SCHOLIA|| IN I. METEORUM ARISTOTELIS||, : ,[4] Bl.,,,,,,,,,,1,02
1000730603,L-1551-171070313,Aal,DBSM/M/Klemm,"III 101, 4 a","III 101, 4 a",[Commentarius in Meteoro Aristotelis] : Scholia in I. Meteorum Aristotelis, : ,,,,,,,,,,,1,02
994727151,L-1554-157751198,Afl,DBSM/M/Klemm,"III 101, 4b","III 101, 4b",Demosthenus logōn tmēma,P. 3 : Dēmosthenus logōn|| tmēma tritōn||,"[2] Bl. m. Druckersign., 243 S.",,,,,,,,,,1,02
1066858470,L-1501-315317256,Aaf,DBSM/M/Klemm,"III 101, 5","III 101, 5",Librorum Francisci Petrarche Impressorum annotatio ... : , : ,[494] Bl.,,,,,,,,,,1,02
1066936404,L-1503-315464275,Aaf,DBSM/M/Klemm,"III 101, 6","III 101, 6",Valerius Maximus cum commento Oliverii Arzignanensis: et pulcherrima ac utilissima quadam tabula ... : , : ,"206, [9] Bl. Initialen, Kommentarsatz",,,,,,,,hs. Anm. u. Anstreichungen im Text,,1,02
1066925402,L-1503-31545430X,Aaf,DBSM/M/Klemm,"III 101, 7","III 101, 7",Senece omnia opera : , : ,211 [d.i. 213] Bl.,,,,,,,,"hs. Eintragung auf d. Titelbl, alte hs. Marginalien, zahlr. Zeigehände, versch. gez. Randfiguren",,1,02
1132652952,L-1554-406969795,Af,DBSM/M/Klemm,"III 101, 9","III 101, 9",Delle navigationi et viaggi,"Vol. 1. : Primo volume, & seconda editione delle nauigationi et viaggi in molti luoghi corretta, et ampliata, nella quale si contengono la descrittione dell'Africa, & del paese del Prete Ianni, con varij viaggi, dalla città di Lisbona, & dal mar Rosso à Calicut, & insin' all' isole Molucche, doue nascono le spetierie, et la nauigatione attorno il mondo","[4], 34, [6], 436 Bl.",,,,,,,,,,1,02
99400091X,L-1507-154281166,Aal,DBSM/M/Klemm,"III 101, 10","III 101, 10",Aurea ac pene diuina totius sa-||cre pagine Commentaria compendiose edita per Clarissimum||Theologum Fratrem Petrum Aureolum Seraphici or-||dinis alūn, : ,"91 [vielm. 93], [1] Bl.",,,,,,,,,,1,02
1066935548,L-1507-315463481,Aaf,DBSM/M/Klemm,"III 101, 11","III 101, 11",Almanach noua plurimis annis venturis inseruientia : , : ,[388] Bl.,,,,,,,,"hs. Randbemerkungen, Teil d. Kolophons geschwärzt",,1,02
113796636X,L-9999-414281845,Qd,DBSM/M/Klemm,"III 101, 12","III 101, 12",Sammelband mit zwei astronomischen Werken : , : ,Band mit angebundenem Werk,,,,,,,,,,1,02
1066840946,L-1520-31530085X,Aaf,DBSM/M/Klemm,"III 101, 13","III 101, 13",Missale secundum ritum et ordinem ecclesie et diocesis Frisingensis : , : ,"[11], 296 Bl.",,,,,,,,Ill. u. Initialen z. T. altkoloriert,,1,02
1066937532,L-1512-315465379,Aaf,DBSM/M/Klemm,"III 101, 14","III 101, 14","Libellus isagogicus abdilazi, id est servi gloriosi dei : ", : ,71 Bl.,,,,,,,,hs. Anm. von alter Hand,,1,02
994259441,L-1534-154988871,Aal,DBSM/M/Klemm,"III 101, 14a","III 101, 14a",Ameto|| ouer comedia del||le nimphe fiorentine|| : , : ,92 S.,,,,,,,,,,1,02
100154014X,L-1558-175074690,Aal,DBSM/M/Klemm,"III 101, 14b","III 101, 14b","Extraordinario libro di architettvra di Sebastiano Serlio, ...  : Nel quale si demonstrano 30 porte di opera rvstica ... et 20 di opera dilicata di di", : ,"[6] Bl. Text, XXX, XX Kupfertaf.",,,,,,,,Außerdem auf d. Rückseiten der Tafeln XVIII u. XIX je eine Taf. der gleichen Art aufgekl.,,1,02
1066933618,L-1519-315461691,Aaf,DBSM/M/Klemm,"III 101, 15","III 101, 15",Baldus super toto codice : Cum multis Repetitionibus & additionibus ; Ex proprio Auctoris exemplari noviter inventis & excerptis: & locis suis per ..., : ,225 Bl.,,,,,,,,,,1,02
994129572,L-1522-154606200,Aal,DBSM/M/Klemm,"III 101, 16","III 101, 16",OPERE DI GIROLAMO||BENIVIENI FIRENTI||NO : NOVISSIMA=||MENTE RIVEDV-||TE ET DA MOL||TI ERRORI||ESPVRGA-||TE CON||VNA Canzona dello Amor celeste||et di, : ,302 [vielm. 208] S.,,,,,,,,,,1,02
1002389798,L-1534-177157356,Aal,DBSM/M/Klemm,"III 101, 17","III 101, 17","Di M. Antonio Tibaldeo Ferrarese lʹopere dʹamore, con le sue stanze nuouamente aggiunte reuiste, & con ogni diligenza corrette & ristampate : ", : ,[136] Bl.,,,,,,,,,,1,02
1066941130,L-1524-315468866,Aaf,DBSM/M/Klemm,"III 101, 18","III 101, 18",Perisavli Favstini Tradocii De honesto appetitv. Favstinvs Terdoceo [sic] De triumpho stvltitiae : , : ,[60] Bl.,,,,,,,,,,1,02
1066779120,L-1534-315201002,Aaf,DBSM/M/Klemm,"III 101, 19","III 101, 19","Henrici Glareani Heluetii, poetae laureati De geographia liber unus ab ipso authore iam tertio recognitus : ", : ,"45, [3] Bl.",,,,,,,,,,1,02
995213216,L-1533-158991907,Aal,DBSM/M/Klemm,"III 101, 19 a","III 101, 19 a","ENCHIRIDION|| LOCORVM COMMV||nium Ioannis Eckij, aduersus|| Lutheranos|| Ab authore iam quarto recognitum &|| octo locis auctum, & a pluri||bus mendis", : ,"[4], 105 [i.e. 107], [1] leer. Bl.",,,,,,,,,,1,02
1066790272,L-1542-315211334,Aaf,DBSM/M/Klemm,"III 101, 20","III 101, 20","Vulgata : aeditio veteris ac novi testamenti, quorum alterum ad Hebraicam, alterum ad Graedam veritatem emendatum est diligentissime, ut nova aeditio ", : ,"[4] Bl., 413 S., [1 leeres] Bl., 447, 235 S., [14] Bl.",,,,,,,,,,1,02
106693360X,L-1542-315461683,Aaf,DBSM/M/Klemm,"III 101, 21","III 101, 21","Raimvndi Lvlii ... De secretis naturae siue quinta essentia libri duo. His accesserunt, Alberti Magni ... De mineralibus & rebus metallicis libri quin", : ,"324, [8] S.",,,,,,,,,,1,02
1066937400,L-1543-315465255,Aaf,DBSM/M/Klemm,"III 101, 22","III 101, 22",Opera utilissima del beato Agostini vescovo Hipponense di spiritu & letera chiamata al beato Marcellino : , : ,[42] Bl.,,,,,,,,,,1,02
1230020926,L-1540-719396689,Qd,DBSM/M/Klemm,"III 101, 22 a","III 101, 22 a",Sammelband mit Drucken von Comin da Trino : , : ,Band mit angebundenem Werk,,,,,,,,Angeb. Titel; Hs. Eintr. auf Titelbl.,,1,02
99390601X,L-1557-15396765X,Aal,DBSM/M/Klemm,"III 101, 23","III 101, 23",LE @RICCHEZZE DELLA LINGVA|| VOLGARE SOPRA IL BOCCACCIO|| : , : ,395 Bl.,,,,,,,,,,1,02
1132656729,L-1560-406972435,Af,DBSM/M/Klemm,"III 101, 24","III 101, 24",Omnia opera Aristotelis,8. : Metaphy,"[4], 404 Bl.",,,,,,,,,,1,02
993938299,L-1543-154047686,Aal,DBSM/M/Klemm,"III 101, 25","III 101, 25",La @GRAMMATI||CA VOLGARE DI M. AL||BERTO DE GLI ACHA||RISI DA CENTO : , : ,[16] Bl.,,,,,,,,,,1,02
1066864705,L-1549-315323094,Aaf,DBSM/M/Klemm,"III 101, 27","III 101, 27","Opera di M. Francesco Petrarca, de rimedi de l' vna et l' altra fortvna, ad Azone, tradotta per Remigio fiorentino : ", : ,"416, [4] Bl.",,,,,,,,In zwei Bänden gebunden; einige hs. Anm. am Rand (auch Zeigehände),,1,02
999822306,L-1557-169504190,Aal,DBSM/M/Klemm,"III 101, 27 a","III 101, 27 a","Le @Transformationi di [Publius Ovidius Naso, übers. von] M. Lodovico Dolce : In qvesta qvarta impressione da lui in molti luoghi ricorrette ; Con Pri", : ,"[8] Bl., 309 S., [1] Bl.",,,,,,,,,,1,02
1066850593,L-5305-31530958X,Aaf,DBSM/M/Klemm,"III 101, 28","III 101, 28",Hamiša hunše torah : , : ,[529] Bl.,,,,,,,,m. eingekl. Transkription des Autographen von H. Klemm (?),,1,02
1066865108,L-1548-315323426,Aaf,DBSM/M/Klemm,"III 101, 29","III 101, 29","La @geografia di Clavdio Ptolemeo Alessandrino : con alcuni comenti & aggiunte fatteui da Sebastiano munstero Alamanno, Con le tauole non solamente an", : ,"[8], 215 Bl., [60] Taf., [61] Bl. Reg.",,,,,,,,,,1,02
100005554X,L-1503-169953904,Afl,DBSM/M/Klemm,"III 101, 30","III 101, 30",Cosmographia Pape Pij.|| Asia Papae Pii: Historiam rerum ubiq. gestarum cū lo-||corum descriptione complectitur||,[Teil 2.] : Europa Pii Pontificis nostrorum temporum uarias continens historias fehlt,"Bog. A ii - II iii, aa ii - xx ii",,,,,,,,Exlibris von Charles Joseph Harford,,1,02
1000055663,L-1503-169954072,Aal,DBSM/M/Klemm,"III 101, 30","III 101, 30",Bohemicae historiae Pape Pii libri V ad Alphosu rege : , : ,,,,,,,,,,,1,02
1002609763,L-1503-177699183,Aal,DBSM/M/Klemm,"III 101, 30","III 101, 30",Poggi Florentini Epistola ad Leonardum Aretinum de morte Hieronymi Hus Bohemi : , : ,,,,,,,,,,,1,02
1066933421,L-1524-315461527,Aaf,DBSM/M/Klemm,"III 101, 31","III 101, 31","Libro maistreuole : Opera nuouamente stampata del 1524, in Venetia, laquale insegna maistreuolmente con nuouo modo & arte a legere a li grandi & picco", : ,[20] Bl.,,,,,,,,hs. Vorbesitzer-Eintrag von 1582 auf Bl. [20 v],,1,02
1002341744,L-1551-177066873,Aal,DBSM/M/Klemm,"III 101, 32","III 101, 32",Hǎmišša hụmšê tôrā : Adjectis insuper e rabinorum commentariis annotationibus, : ,"Bl. I - III incl. Tit. fehlen; Bl. IV - CCVIII, 209 - 376",,,,,,,,Stark beschnittenes Ex. mit teilw. Verlust der Kolumnentitel u. der Blattzählung,,1,02
998707805,L-1552-166775851,Aal,DBSM/M/Klemm,"III 101, 33","III 101, 33",ESPOSITIONI|| VOLGARE|| DEL ... : , : ,199 u. [1] Bl.,,,,,,,,,,1,02
994827342,L-1540-158110234,Aal,DBSM/M/Klemm,"III 101, 34","III 101, 34","De Platonicae atque Aristotelicae philosophiae differentia, libellus : Nuper in lucem editus. Georgiou tou Gemistou tou kai Plethonos peri on Aristote", : ,"71 S., 23 , [1] Bl.",,,,,,,,,,1,02
995989699,L-1540-161526535,Aal,DBSM/M/Klemm,"III 101, 34","III 101, 34",Georgiu tu Gemistu kaì Pléthonos perì hon Aristotéles pròs Platona diaphéretai : , : ,,,,,,,,,,,1,02
1002741084,L-1555-177913347,Aal,DBSM/M/Klemm,"III 101, 35","III 101, 35",Publii Virgilii Maronis opera omnia innumeris pene : , : ,"Tit. m. Drukkersignet, [7], 579, [1] Bl.",,,,,,,,,,1,02
994245459,L-1550-154864390,Aal,DBSM/M/Klemm,"III 101, 36","III 101, 36","PIROTECHNIA|| : LI DIECE LIBRI DELLA|| PIROTECHNIA,|| Nelli quali si tratta non solo la diuersita|| delle minere, ma ancho quanto si ricer||ca alla pr", : ,"[8], 167, [1] Bl.",,,,,,,,Zeitgen. dt. Blinddruckeinband aus Schweinsleder. - Vorbesitzereintrag,,1,02
