idn,titel,jahr,signatur,qd_verknuepfung_art,qd_idn
1001422694,Gutenberg oder Geschichte der Buchdruckerkunst von ihrem Ursprung bis zur Gegenwart,1840,Da 9,DNB,1001422694
1001422694,Gutenberg oder Geschichte der Buchdruckerkunst von ihrem Ursprung bis zur Gegenwart,1840,Da 17,DNB,1001422694
1001422694,Gutenberg oder Geschichte der Buchdruckerkunst von ihrem Ursprung bis zur Gegenwart,1840,Da 17a,DNB,1001422694
1001422694,Gutenberg oder Geschichte der Buchdruckerkunst von ihrem Ursprung bis zur Gegenwart,1840,Bö C IV 141,DNB,1001422694
1001422694,Gutenberg oder Geschichte der Buchdruckerkunst von ihrem Ursprung bis zur Gegenwart,1840,241/Schu,DNB,1001422694
1001429346,"Exlibris des Carl Friedrich Schulz-Euler, Verlagsbuchhändlers zu Frankfurt am Main [v. Besitzer] 1906 für die Bibliothek des Börsenvereins der deutschen Buchhändler [zu Leipzig] zusammengestellt",1906,Bö H 258/4°,DNB,1001429346
1001429834,Meine Exlibris,1906,Bö H 258/4°,DNB,1001429834
1001441737,Conspectum Waldecciae literatae brevi in lucem uberius proferendae ad ...,1710,"IV 16, 21",DNB,1001441737
1001445759,Primaria quaedam Documenta de origine typographiae quorum illustratorum partem 1,1740,Bö C IV 143,DNB,1001445759
1001445929,De origine typographiae,1739,,DNB,1001445929
1001447999,"Jo[hann] Mich[ael] Schwimmers Deliciae physicae, das ist physicalische Ergetzlichkeiten ... sammt gehörigen Registern",1701,"IV 100, 7",DNB,1001447999
1001448057,"Jo[hann] Mich[ael] Schwimmers Deliciae physicohortenses, oder Physicalische Garten-Lust ...  sammt gehörigen Registern",1701,,DNB,1001448057
100146429X,Scott,1823,Va 434 - 88,DNB,100146429X
1001465385,Die @Erfindung der Buchdruckerkunst und ihre Folgen,1840,Da 16,DNB,1001465385
1001465385,Die @Erfindung der Buchdruckerkunst und ihre Folgen,1840,Bö C IV 142,DNB,1001465385
1001465385,Die @Erfindung der Buchdruckerkunst und ihre Folgen,1840,Da 218,DNB,1001465385
1001466004,Scott,1828,Va 434 - 229,DNB,1001466004
1001468546,Mein Schwabenland,1940,"VIII, 433",DNB,1001468546
1001472322,Scott,1826,Va 434 - 175,DNB,1001472322
1001472624,Scott,1826,Va 434 - 177,DNB,1001472624
1001473019,Scott,1826,Va 434 - 178,DNB,1001473019
1001473175,Scott,1826,Va 434 - 179,DNB,1001473175
100147371X,Scott,1827,Va 434 - 188,DNB,100147371X
1001473884,Scott,1828,Va 434 - 230,DNB,1001473884
1001474007,Scott,1828,Va 434 - 231,DNB,1001474007
1001475631,Das @Lied des letzten Minstrels,1824,,DNB,1001475631
100147757X,Menuetto [für Klavier],1917,Bö C VII 2862,DNB,100147757X
1001482514,"Petri Scriverii Laure-Crans voor Laurens Coster van Haerlem, eerste vinder vande boeckdruckery",1628,Bö C IV 207,DNB,1001482514
1001482514,"Petri Scriverii Laure-Crans voor Laurens Coster van Haerlem, eerste vinder vande boeckdruckery",1628,Bö C IV 271,DNB,1001482514
1001482859,Georgii Sculteti Hymnopoei Silesiorum,1711,"IV 16, 21",DNB,1001482859
1001489977,"Schrifften|| So an jetzo in Lorentz Segebaden Druckerey zufinden|| Anno 1639, den 17. November",1639,Bö H 257/4°,DNB,1001489977
1001491076,Prosphōnēsis qua ... Georgium Wilhelmum Marchionem Brandenburgensem ... alloquebantur relicti liberi Laurentii Segebadij Typographi etc. 1640,1640,Bö H 257/4°,DNB,1001491076
1001504380,"Notizen zur Culturgeschichte der zweiten Hälfte des 16. Jahrhunderts, mit besonderer Beziehung auf Frankfurt a. M.",1874,Da 120,DNB,1001504380
1001504380,"Notizen zur Culturgeschichte der zweiten Hälfte des 16. Jahrhunderts, mit besonderer Beziehung auf Frankfurt a. M.",1874,Bö C V 289,DNB,1001504380
1001518942,"Neu-entdeckte Lacquir-Kunst, oder gründliche Anweisung wie man ... den so genannten Eisen- und raren weissen Lacq ... verfertigen ...",1742,Fb 3,DNB,1001518942
1001553861,La @Xilografia originale in Italia,1928,Bö B III 1660,DNB,1001553861
1001554795,"Sessão de jury de liberdade d'imprensa em 22 de julho de 1844 entre os Srs. Adriano Ernesto de Castilho Barreto, e Filippe de Sousa Belford",1844,Bö E IV 1456/4°,DNB,1001554795
1001613678,Kommentar zum Reichslohntarif für Buchbinderarbeiten unter bes. Berücks. tarifschiedsgerichtlicher u. tarifamtl. Entscheidgn.,1929,Fb 65,DNB,1001613678
1001613678,Kommentar zum Reichslohntarif für Buchbinderarbeiten unter bes. Berücks. tarifschiedsgerichtlicher u. tarifamtl. Entscheidgn.,1929,Ff 36,DNB,1001613678
1001614275,A @Catalogue of the original works of John Wyclif,1865,Bö F III 769,DNB,1001614275
1001648463,Della scienza chiamata cavalleresca libri tre,1717,"IV 289, 1",DNB,1001648463
1001650441,"A @catalogue of the fifteenth-century printed books in the library of Trinity College, Cambridge",1876,Ad 45,DNB,1001650441
1001650506,Ueber Sinn und Inhalt des Handbuchs der Staatsweisheit,1811,Bö E IV 444,DNB,1001650506
1001651065,"Pars ... dissertationis politicae De Idea veri nobilis, quam ... sub moderamine ...",1692,,DNB,1001651065
1001651499,"Dissertatio politica exhibens Obligationem civium erga principem breviter delineatam, quam ... praeside ...",1698,"IV 162, 24",DNB,1001651499
1001652150,"Dissertatio politica De Pace, quam ... sub umbone ...",1697,"IV 162, 24",DNB,1001652150
1001689038,"Valuable and interesting Books, publ.",1848,Bö C III 8,DNB,1001689038
100169399X,The @adventures of Sir Launcelot Greaves,1800,Vc 151,DNB,100169399X
1001695356,The @History and adventures of an atom,1795,,DNB,1001695356
1001735870,"Memoranda relating to the block-books preserved in the Bibliothèque Impériale, Paris",1859,Bö C III 24/2°,DNB,1001735870
1001736524,Principia typographica,1858,,DNB,1001736524
1001741099,"Gutenberg und seine Mitbewerber, oder die Briefdrucker und die Buchdrucker",1841,Da 168,DNB,1001741099
1001741099,"Gutenberg und seine Mitbewerber, oder die Briefdrucker und die Buchdrucker",1841,Da 16,DNB,1001741099
1001741439,"Gutenberg und seine Mitbewerber, oder die Briefdrucker und die Buchdrucker",1841,Bö C IV 147,DNB,1001741439
1001741668,Sächssische Chronica,1585,"IV 229, 1a",DNB,1001741668
1001776631,"Theophili Spizelii [Theophil Gottlieb Spitzel] De atheismo eradicando ad ... Antonium Reiserum Augustanum, &c epistola",1669,"IV 16, 21",DNB,1001776631
1001778588,Carl Spitzweg,1913,"Je 4, [1]",DNB,1001778588
1001780310,"Spiegel des Regiments in der Fürstenhöfe, da Fraw Untrewe gewaltig ist",1886,VI 38,DNB,1001780310
1001780582,Ein @koptischer Vertrag,1917,Caa 87,DNB,1001780582
1001781899,Books relating to applied science,1888,Bö B II 155,DNB,1001781899
1001863127,Tägliches Hand-Buch in guten und bösen Tragen,1900,"VIII, 564",DNB,1001863127
1001865162,Druckannalen der Fürstlichen Buchdruckerei zu Barth in Pommern (nach Oelrichs),19XX,Da 388,DNB,1001865162
1001868013,,1744,"IV 205, 22",DNB,1001868013
1001870646,"Bey abermahliger angestellten Jubel-Freude, zu Ehren der edlen Buchdrucker-Kunst und Erinnerung dessen Erfindung, Fortgang und vortrefflichen Nutzen entwarff folgende Zeilen Erhard Stadler",1740,Bö C V 647/4°,DNB,1001870646
1001897293,Statut des Buchdrucker-Vereins in Hamburg-Altona,1881,Bö B III 817,DNB,1001897293
1001897501,Statut des Buchdrucker-Vereins in Hamburg-Altona,1890,Bö B III 818,DNB,1001897501
1001899180,"Statut der Invaliden- und Wittwen-Kasse für Buchdrucker zu Leipzig und in den Ortschaften Abtnaundorf, Altsellerhausen, Anger, Connewitz ...",1874,Bö B III 797,DNB,1001899180
1001899180,"Statut der Invaliden- und Wittwen-Kasse für Buchdrucker zu Leipzig und in den Ortschaften Abtnaundorf, Altsellerhausen, Anger, Connewitz ...",1874,Bö B III 796,DNB,1001899180
1001900693,"Statut der zweiten Kranken-Kasse für Buchdrucker zu Leipzig und in der Ortschaften Abtnaundorf, Altsellerhausen, Anger, Connewitz ...",1874,Bö B III 796,DNB,1001900693
1001900952,"Statut der Zweiten Kranken-Kasse für Buchdrucker zu Leipzig und in der Ortschaften Abtnaundorf, Altsellerhausen, Anger, Connewitz ...",1874,Bö B III 797,DNB,1001900952
1001904141,Statut des Unterstützungsvereins deutscher Buchdrucker,1882,Bö B III 803,DNB,1001904141
1001905474,Statut des Neuen Vereins Hamburg-Altonaer Buchdrucker-Principale,1850,Bö B III 820,DNB,1001905474
1001906403,Statut für die Centralkranken- und Begräbnißkasse der Buchbinder und verwandter Geschäftszweige,1881,Bö B V 52,DNB,1001906403
100190706X,Statut der Central-Kranken- und Begräbnißkasse für die Mitglieder des Unterstützungsvereins Deutscher Buchdrucker,1885,Bö B III 803,DNB,100190706X
100190706X,Statut der Central-Kranken- und Begräbnißkasse für die Mitglieder des Unterstützungsvereins Deutscher Buchdrucker,1885,Bö B III 795,DNB,100190706X
1001909100,Statuten der Stationarii,1852,Bö C I 44,DNB,1001909100
1001914775,Statuten der Arbeitslosen-Unterstützungskasse für Buchdrucker zu Leipzig,1874,Bö B III 796,DNB,1001914775
1001919238,Statuten der Kranken- und Versorgungsanstalt für die Papier-Fabriken zu Bautzen und Obergurk,1844,Bö B II 179,DNB,1001919238
1001922611,"Brief v. 11.12.1906, Kassa [Ungarn] an die Bibliothek des Börsenvereins zu Leipzig, betr. Abschriften der Trenck-Korrespondenz",19XX,Bö H 252/4°,DNB,1001922611
1001939026,"""Die @Maurine-Mühle""",1935,Ba 409,DNB,1001939026
1001939530,Proben aus der Schriftgießerei der Gebrüder Stemler in Braunschweig,1801,"Cba 156, [1]",DNB,1001939530
1001949773,Die @Kostenrechnung im Buchdruckgewerbe,1930,Bö B III 1639,DNB,1001949773
1001958039,Zahnärztliche Bücherkunde,1892,Bö F III 1058,DNB,1001958039
1001982533,God[escalci] Stewechii Commentarius ad Flavi Vegeti Renati De re militari libros,1606,"IV 204, 4a",DNB,1001982533
1002001528,Famosi Libelli utrum in civitate ferendi sint,1800,Bö E IV 794/4°,DNB,1002001528
1002002419,Beiträge zur Basler Buchdruckergeschichte,1840,Da 147,DNB,1002002419
1002002869,Beiträge zur Basler Buchdruckergeschichte,1840,Bö C V 928/4°,DNB,1002002869
1002002869,Beiträge zur Basler Buchdruckergeschichte,1840,241.2/Basel/Stoc,DNB,1002002869
1002012325,Drei Novellen,1861,Va 315,DNB,1002012325
1002012678,Anton [v.] Stoer[c]ks Abhandlung von dem heilsamen Gebrauch der schwärzlichen Küchenschelle (Pulsatilla Nigricans),1771,"IV 427 A, 1 (1. angebundenes Werk)",DNB,1002012678
1002012864,Ein @grünes Blatt,1861,Va 315,DNB,1002012864
1002031230,The @De Vains Process,1923,Bb 187,DNB,1002031230
1002032016,The @rational Use of soda and chlorine in the isolation of cellulose from straw,1924,Bb 187,DNB,1002032016
1002045738,Deutsche Bureau-Einrichtungen ʺSystem Stolzenberg,1916,Bö D VII 1517/4°,DNB,1002045738
1002047722,Neue Beiträge zur Basler Buchdrucker-Geschichte,1844,Da 43,DNB,1002047722
1002052963,Nachricht an das Publikum,1787,Bö C VII 1844,DNB,1002052963
100205477X,Sorgenbrecher,1845,Vab 113,DNB,100205477X
1002055865,Tanz-Signale,1845,"Vab, 113",DNB,1002055865
1002070031,Dissertatio historico-litteraria de doctis impostoribus ...,1703,Bö F III 14,DNB,1002070031
1002070708,Burcardi Gotthelffii Struvii Introductio in notitiam rei litterariae et usum bibliothecarum,1710,Bö F III 14,DNB,1002070708
100207116X,Burcardi Gotthelfii Struvii Supplementa ad notitiam rei litterariae et usum bibliothecarum accesit oratio,1710,Bö F III 14,DNB,100207116X
1002071879,Burcardi Gotthelffi Struvi antiquitatum Romanarum Syntagma sive de ritibus sacris systema absolutius,1701,"IV 162, 7",DNB,1002071879
1002075165,Ueber die lateinische Declination und Conjugation,1823,Bö B III 572,DNB,1002075165
1002082927,"Vollständiges Handbuch für Schulmeister, besonders auf dem Lande die ihm anvertrauete Jugend fruchtbarlich ... zu unterweisen",1768,"IV 144, 18c",DNB,1002082927
1002090482,Joh[annis] Christoph[ori] Sturmii Mathesis compendiaria sive tyrocinia mathematica tabulis ... comprehensa & figuris aeri incisis illustr.,1698,"IV 4, 3c",DNB,1002090482
1002090997,Scientia cosmica sive astronomia tam theoretica quam sphaerica,1693,"IV 4, 3c",DNB,1002090997
1002161266,Tractatus de podagra et hydrope,1770,"IV 427 A, 1",DNB,1002161266
1002162572,Wahrhafftige vnd bestendige Ablainung der dreien Predigten Johan,1566,"IV 114, 51",DNB,1002162572
1002172896,Das @Verhältnis von Flavius Josephus zur Bibel und Tradition,1871,Da 45,DNB,1002172896
1002292956,"Das @Neue Testament oder der Neue Bund, ... nach d. gebräuchlichsten 4 hochdeutsch.",1710,"IV 416 C, 1",DNB,1002292956
1002293359,Das @Neue Testament unsers Herrn und Heilandes Jesu Christi nach Martin Luthers Übersetzung,1818,"VIII, 146",DNB,1002293359
1002313163,Das @Neue Testament unseres Herrn und Heilandes Jesu Christi nach d. dt. Übers. Martin Lutherʹs,1866,"VIII, 94",DNB,1002313163
1002337607,Die @Heiligen Schriften des Alten Testaments nach Martin Luthers Übersetzung,1819,"VIII, 146",DNB,1002337607
1002339278,LIBRI SALOMONIS||,1529,"III 73, 40b",DNB,1002339278
1002382378,M. Jacobi Thomasii Erotemata logica pro incipientibus,1678,"IV 205, 42a",DNB,1002382378
1002382564,M. Jacobi Thomasii Erotemata metaphysica pro incipientibus,1670,"IV 205, 42a",DNB,1002382564
100238494X,De colo||ribvs||,1530,"III 21, 21 a (6. angebundenes Werk)",DNB,100238494X
1002385040,"Causa vocationis et missionis ministrorum evangelicorum, per disputationes aliquot theologicas partim in Moguntina, partim in Heydelbergensi Academia disputata",1589,"IV 230, 7",DNB,1002385040
1002385229,De clandestinorum matrimoniorum iustitia theses theologicae,1588,"IV 230, 7",DNB,1002385229
100238530X,De libertate fidei et religionis Christianae disputatio theologica tripartia,1590,"IV 230, 7",DNB,100238530X
1002389135,M. Jacobi Thomasii Erotemata rhetorica pro incipientibus,1670,"IV 205, 42a",DNB,1002389135
1002393175,"Report of a conversazione given at Willis's Rooms, King Street, St. James's, on Tuesday, June 8th, 1886, by George Clulow",1886,Bö F II 180,DNB,1002393175
1002394058,"Bibliotheca exquisitissima Thomsiana, continens libros excellentissimos, rarissimos et ..., praecipue theologicos, juridicos, politicos, ... dictionaria aliisque miscellaneos. ... mede een groote Versameling van schoone pourtraitten een groote Versameling van schoone pourtraitten en prentkunst quos ...",1749,Bö G II 833,DNB,1002394058
1002436532,"Ars cogitandi, sive Scientia cogitationum cogitantium, cogitationibus necessariis instructa et a peregrinis liberata, cum summariis capitum & rerum ind.,",1702,"IV 147, 1a",DNB,1002436532
1002437407,"Neues vollständiges deutsches und französisches Titular-Buch, in welchem d. Titel d. regierenden Häupter in Europa ... besonders aber derer in d. Churfürstl. Sächsischen Landen ... merkwürdigsten Personen ... enthalten sind",1770,"IV 258 B, 1 (1. angebundenes Werk)",DNB,1002437407
1002449057,"Wohleingerichtetes teutsch- französisch- italienisch- und lateinisches Titularbuch, darinnen hoher Häupter ...",1767,"IV 258 B, 1 (2. angebundenes Werk)",DNB,1002449057
1002497299,"[[Torzoll] ... diesen bemeldten Thorauffschlag ... auffzuheben ... [Erlaß des] Senatus [v.] Nürnberg vermutlich, 5. 11.1650]",19XX,Sb 198,DNB,1002497299
1002499933,Ritratto di Roma antica nel quale sono figurati i principali tempij ... & altre cose notabili,1627,"IV 142, 8",DNB,1002499933
1002510953,"Catalogue des livres rares et précieux appartenant à H. Tross, ancien Libraire",1880,Da 115a,DNB,1002510953
1002510953,"Catalogue des livres rares et précieux appartenant à H. Tross, ancien Libraire",1880,Da 17a,DNB,1002510953
1002510953,"Catalogue des livres rares et précieux appartenant à H. Tross, ancien Libraire",1880,"III 104, 19 (1. angebundenes Werk)",DNB,1002510953
1002511003,Clavis generalis triplex in libros steganographicos Iohannis Trithemii,1606,Bö B I 557,DNB,1002511003
1002511232,Clavis steganographiae Ioannis Trithemii,1606,Bö B I 557,DNB,1002511232
1002511372,Clavis steganographiae Ioannis Trithemii,1621,Bö B I 558,DNB,1002511372
100251245X,Steganographia,1606,Bö B I 557,DNB,100251245X
1002512735,Steganographia,1621,Bö B I 558,DNB,1002512735
1002521149,Trübner's catalogue of dictionaries and grammars of the principal languages and dialects of the world,1882,Bö F III 1133,DNB,1002521149
1002521297,Bibliographical publications of Messrs,1869,Bö G I 52,DNB,1002521297
1002521734,Trübnerʹs oriental & linguistic publications,1883,Bö F III 1133,DNB,1002521734
1002529492,Pages and pictures from forgotten childrenʹs books,1898,Gbb 180,DNB,1002529492
1002547539,Der @Typograph,1910,"Dbb 61, [3]",DNB,1002547539
1002566096,Hanauer Bezirksverein für Hessische Geschichte und Landeskunde,1880,Af 16,DNB,1002566096
1002567408,"Uebersicht der merkwürdigsten und interessantesten Werke, Bilder und Kupferstiche, welche am 24. Juni 1840 bei der vierten Jubelfeier der Erfindung der Buchdruckerkunst zur öffentlichen Beschauung ausgestellt werden",1840,Da 387,DNB,1002567408
1002568811,"Endliche Uberweisung, das die verkläger der Reformirten kirchen die schriften deroselben wissentlich falsch anzuzihen, oder ja in frembden verstand zu verkehren pflegen ...",1610,"IV 146, 6",DNB,1002568811
1002615488,Vorlegeblätter für Holzarbeiten,1851,Va 2990,DNB,1002615488
1002615801,Vorlegeblätter für Ziegel- und Steinarbeiten,1850,Va 2990,DNB,1002615801
1002617537,Antwort|| Josue Lagi Pomerani|| dieners des worts Got=||tes zu Heidelberg|| Auff|| Johann Marbachs vnd|| joachim Moerlins|| Schrifften wider die Heidelber=||gischen Theologen,1565,"IV 114, 51",DNB,1002617537
1002643775,Ioan. Pierii Dissertatio pro sacerdotum barbis,1643,"IV 395, 2 (an)",DNB,1002643775
1002643775,Ioan. Pierii Dissertatio pro sacerdotum barbis,1643,"IV 223, 1",DNB,1002643775
1002656664,Praktische Erfahrungen bei der Verarbeitung von Strohzellstoffen,1961,Bb 180,DNB,1002656664
1002656923,Evaluation of straw pulp and hardwood pulp mixtures,1960,Bb 180,DNB,1002656923
1002668360,"Flavi Vegeti Ren[ati] V[iri] inl[ustris] de re militari libri quatuor; post omnes omnium editiones ope veterum librorum correcti, a Godescalco Stewechio Heusdano ... accessit seorsum eiusdem G. Stewechi in Fl. Vegetium commentarius",1585,"IV 12, 61",DNB,1002668360
1002682312,Flavii Vegetii Renati ... aliqorumque aliquot veterum de re militaria libri,1606,"IV 204, 4a",DNB,1002682312
1002758688,Verkaufs- und Netto-Preisliste sowie Bezugsbedingungen für Buchhandlungen,1908,Bö D VII 1422,DNB,1002758688
1002763312,Bremer christlicher Verlags- und Lagerkatalog,1908,Bö D VII 1422,DNB,1002763312
1002780411,Veröffentlichung des Instituts für Farbenfotographie an der Staatlichen Akademie für Graphische Künste und Buchgewerbe zu Leipzig,1943,Mba 5,DNB,1002780411
1002801796,,1893,Bö B III 882,DNB,1002801796
1002802954,"Abgenöthigte Vertheidigung der Gründlichen Beantwortung wider eine unter dem Titel einer geziemenden Gegen-Remonstration in denen so genannten Unschuldigen Nachrichten ... hervor getretene abermalige höchst-unbillige Censur gegen das hiesige Wäysen-Haus, abgefasset von e. Liebhaber der Unschuld und Wahrheit",1711,"IV 144, 4a",DNB,1002802954
1002805759,"Verzeichniss einiger in der akademischen Aula am 25. und 26. Juni 1840 zur Ansicht aufgestellter, in der hiesigen Universitätsbibliothek aufbewahrter alter Druckwerke",1840,Da 387,DNB,1002805759
1002805759,"Verzeichniss einiger in der akademischen Aula am 25. und 26. Juni 1840 zur Ansicht aufgestellter, in der hiesigen Universitätsbibliothek aufbewahrter alter Druckwerke",1840,Bö C V 472,DNB,1002805759
100282818X,Vertrag zwischen Preußen und Großbritannien wegen gegenseitigen Schutzes der Autoren-Rechte gegen Nachdruck und unbefugte Nachbildung,18XX,Bö H 182,DNB,100282818X
1002828724,"Verzeichniss der Gegenstände, welche zur vierten Säcularfeier der Buchdruckerkunst in der deutschen Buchhändlerbörse in Leipzig ausgestellt sind",1840,Da 387,DNB,1002828724
1002828724,"Verzeichniss der Gegenstände, welche zur vierten Säcularfeier der Buchdruckerkunst in der deutschen Buchhändlerbörse in Leipzig ausgestellt sind",1840,Bö C V 473,DNB,1002828724
1002828724,"Verzeichniss der Gegenstände, welche zur vierten Säcularfeier der Buchdruckerkunst in der deutschen Buchhändlerbörse in Leipzig ausgestellt sind",1840,241.2/Leipzig/Verz,DNB,1002828724
100283015X,Verzeichnis empfehlenswerter Jugenschriften,1929,,DNB,100283015X
1002832594,"Verzeichnis von Personen, Firmen, Korporationen und Vereinen, welche den Bestand des Deutschen Buchgewerbemuseums durch Gaben an Druck- und Kunstsachen, buchgewerblichen Seltenheiten, geschichtlichen Erinnerungen u.s.w. förderten, 12. Juli 1885 bis 30. Juni 1890",1890,Bö A II 171/4°,DNB,1002832594
100283659X,"Verzeichnis einer Sammlung von Kupferstichen alter und neuer Meister, welche nach ... [dem] 17. Oct. 1803 verauctionirt werden soll",1803,Bö G II 916,DNB,100283659X
1002850681,Antwort auff den vnschuldigen Luther deß vnschuldigen Doctors von Lauingen,1600,"IV 164, 4",DNB,1002850681
1002850789,Verzeichnis der im Jahre 1864 erschienen Universitäts- und Schul-Schriften ... 1865,1865,Bö F III 309,DNB,1002850789
1002906296,Villon,1891,Bö B III 1109,DNB,1002906296
1002909864,Joannis Vignolii Petilianensis De Columna Imperatoris Antonini Pii dissertatio,1705,"IV 327, 18",DNB,1002909864
1002910471,J. Vignolii Dissertatio de anno primo imperii Severi Alexandri Aug. quem praefert Cathedra marmorea S. Hippolyti Episcopi in Bibliotheca Vaticana,1712,"IV 327, 18 (1. angebundenes Werk)",DNB,1002910471
1002910722,J. Vignolii Dissertatio II. apologetica de anno primo imperii Severi Alexandri Aug. qua potissimum programma cycli Paschalis S. Hippolyti denuo exponitur et ill.,1714,"IV 327, 18 (2. angebundenes Werk)",DNB,1002910722
1002921716,The @invention of printing,1878,"Cba 14, [1]",DNB,1002921716
1002923328,"Tabellen der Sinuum Tangentium und Secantium, wie auch der Logarithmorum vor die Sinus Tangentes und die Zahlen von 1 biß 10000 ...",1695,"IV 8, 62",DNB,1002923328
1002948517,Pflicht und Liebe,1808,Va 2192,DNB,1002948517
1002952395,"Johannis Vogt Catalogus historico-criticus librorum rariorum, jam curis tertiis recognitus et copiosa accessione ex symbolis et collatione bibliophilorum per Germaniam doctissimorum adauctus",1747,Bö F III 807,DNB,1002952395
1002952395,"Johannis Vogt Catalogus historico-criticus librorum rariorum, jam curis tertiis recognitus et copiosa accessione ex symbolis et collatione bibliophilorum per Germaniam doctissimorum adauctus",1747,Bö F III 807a,DNB,1002952395
1002952395,"Johannis Vogt Catalogus historico-criticus librorum rariorum, jam curis tertiis recognitus et copiosa accessione ex symbolis et collatione bibliophilorum per Germaniam doctissimorum adauctus",1747,Bö F III 807b,DNB,1002952395
1002953529,"Johannis Vogt Historia litteraria Constantini Magni, plus centum & qvinqvaginta rerum Constantiniarum scriptores sistens",1720,Bö F III 807b,DNB,1002953529
1002968828,"Alphabetisch geordnete Nachweisungs-Tabelle solcher Verlags-Buch-, Kunst- & Musikalien-Handlungen, deren Firmen nicht mehr existiren und deren Verlag an Andere übergegangen ist; desgleichen solcher jetzt noch existirender, welche Verlags-Artikel an Andere abgetreten haben",1863,Bö C VIII 60,DNB,1002968828
1002972752,Mehr Licht! Mehr Wahrheit!,1927,Bö C VII 2994,DNB,1002972752
1002987784,Institut für Papierfabrikation der Technischen Hochschule Darmstadt,1960,Ba 557,DNB,1002987784
1002990920,"Kurzgefaßtes Wörterbuch der plattdeutschen oder niederdeutschen Mundart, voraus sich das Niedersächsische gebildet hat",1806,Ag 29,DNB,1002990920
100300055X,Candide suivi de Micomégas,1850,Vd 246,DNB,100300055X
100300802X,Candide oder die beste Welt,1821,,DNB,100300802X
1003041256,Gedichte eines fahrenden Schülers,1828,Va 1666,DNB,1003041256
1003041515,Geschichte des deutschen Hexameters uud Pentamenters bis auf Klopstock,1831,Va 1666,DNB,1003041515
1003047777,Johann Ehrenfried Wagners Beschreibung der Marienbergischen Theuerung in den Jahren 1771 und 72 mit den von Gott dagegen angewiesenen Mitteln,1772,"IV 144, 18c (3. angebundenes Werk)",DNB,1003047777
1003048714,Tannhäuser und der Sängerkrieg auf Wartburg,1845,Va 3657,DNB,1003048714
1003102735,Beiträge zur näheren Kenntniß der Großherzoglichen Hofbibliothek zu Darmstadt,1867,Ad 122,DNB,1003102735
1003102735,Beiträge zur näheren Kenntniß der Großherzoglichen Hofbibliothek zu Darmstadt,1867,Bö G I 163,DNB,1003102735
1003120512,Die @Papier-Fabrikation und Papier-Fabrikanlage,1876,Bö B II 149,DNB,1003120512
1003121772,The @Art of paper-making,1890,Bö B II 231,DNB,1003121772
1003123244,Ninive und Babylon,1868,Caa 245,DNB,1003123244
1003123716,Das @Schriftwesen im Mittelalter,1871,Ca 4,DNB,1003123716
1003169546,Königreich Sachsen,1906,Va 2749/17,DNB,1003169546
1003171389,"Immanuel Weberi Examen artis heraldicae, maximam partem ex insigni opere Speneriano collectum, theoriam insignium facili ac perspicua methodo exhibens",1723,"IV 162, 17",DNB,1003171389
1003197566,Der @deutsche Heyden-Lehrer Paulus oder beyde Briefe d. Apostels St. Pauli an die Corinthier geschrieben ... eine sonderbare Glaubens- u. Lebens-Lehre gezogen ... als eine kleine geistl. Gabe mitgetheilet worden,1726,"IV 205, 17g",DNB,1003197566
1003204384,,1932,Bö D VII 1497/4°,DNB,1003204384
1003211550,[Sebastian] Mutschelleʹs Leben,1803,"IV 51, 9",DNB,1003211550
1003215254,Nachrichten über den Anfang der Buchdruckerkunst in Speier mit besonderer Berücksichtigung der ersten Druckerfamilie Drach,1869,,DNB,1003215254
1003227562,Bergmännische Wasserzeichen,1952,Bd 83,DNB,1003227562
1003227562,Bergmännische Wasserzeichen,1952,Bd 27,DNB,1003227562
1003227570,Bergmännische Wasserzeichen,1963,Bd 27,DNB,1003227570
1003227570,Bergmännische Wasserzeichen,1963,Bd 83,DNB,1003227570
1003230245,Moralogium,1509,"III 73, 32a (1. angebundenes Werk)",DNB,1003230245
1003230415,Oecologium ex duobus Aristotelis Oeconomicorum libellis accumulatum,1511,"III 73, 32a (2. angebundenes Werk)",DNB,1003230415
1003230733,"Christian Weisens Freymüthiger und höfflicher Redner, das ist, ausführliche Gedancken von d. Pronunciation u. Action ... bey Gelegenheit gewisser Schau-Spiele allen Liebhabern zur Nachricht gründlich u. deutlich entworffen",1693,"IV 205, 8 g",DNB,1003230733
1003232116,"Der @vollkommene rechtschaffene Welt-Mann, oder Die Mittel zuleben als ein ehrlicher- und als ein Welt-Mann",1680,"IV 205, 8 g",DNB,1003232116
1003243150,"Verzeichnis der von ... Professor Dr. W. Wendler, Director am Gymnasium zu Greiz hinterlassenen Bibliothek ... Versteig. 1. Febr. 1882 ... in Leipzig",1882,Da 115a,DNB,1003243150
1003260497,"Specificatio Wermuthischer Medaillen, allen curieusen Medaillen-Freunden zu dienstlicher Nachricht",1714,"IV 162, 7 (4. angebundenes Werk)",DNB,1003260497
1003285848,"Der @Wert betriebseigener Forschung und Entwicklung bei der Fabrikation von Maschinen für die Papier- und Zellstoffindustrie [der Papiermaschinen-Versuchsanstalt] Voith, Heidenheim (Brenz)",1955,Bb 232,DNB,1003285848
1003304125,Beytrag zur Geschichte der Kribelkrankheit im Jahre 1770,1771,"IV 427 A, 1 (2. angebundenes Werk)",DNB,1003304125
1003309399,Beantwortung der Frage,1837,Da 175,DNB,1003309399
1003309399,Beantwortung der Frage,1837,Bö C IV 162,DNB,1003309399
