,Gruppe,digi,Lfd Nr.,AKZ,bbg_x,IDN,Link zum Portal,signatur_g_x,Signatur,"steht bei
/ Anm.
zur
Signatur",Provenienzmerkmal,Material,Format,Öffnungswinkel,Einschränkungen,Glasplatte ,Verpackung,Verpackung austauschen ,Schadensklasse,"notwendige Reparatur(en) vor der Digitalisierung, notwendige Reparatur(en) vor der Digitalisierung",Bemerkungen,"Fragen/ Hinweise
an DBSM",Fragen an M. Steinberg,"nicht
am Stand-ort","Größe ÜF
(BxH)","Breite
(nur Ausreißer)","Dicke
(>12 cm)","12° Format
(<15 cm)","Einband-
art","Einband-
art Kommentar","Einband über-
formt (ganz od. teilweise)",Buch bereits restau-riert,"hohler/
fester Rücken (mit Einlage/
Vergoldung?)","Steh-
kanten
(bei Perg.)",Leder pudert ab/roter Zerfall (extrem),Einband stark defor-miert,Be-schläge bes. auftra-gend,Buch-schließe steif,Buch-block Pa./Perg.,saures Füll-material,Register-marken,seitliche Heftung,Buch-block sehr wellig,"Buch-block neigt zum ""Bauch""",ge-schloss-ene Lagen,Falttafeln,"Größe Buch+
Falttafeln (BxH)",Original-grafik,Kolorier-ung / Buch-malerei / Initialen / Rubri-kation,berühr-ungsfreie Digit.,Schrift weit bis in den Falz (Bund-steg in mm) Text-verlust,nicht digitali-sierbar wegen Bund-steg (vorraus-sichtlich),max. Öffnungs-winkel,max. Öffnungs-winkel Kommentar,Digit. mit Begleit-ung,Digit. mit Begleit-ung Kommentar,Rest.-Bericht einge-klebt,Blatt mit Notizen zum Buch eingeklebt ,"Rest.
not-wendig (ja/nein) (vor/nach der Digit.)","Rest.-
Aufwand gesamt
(in Std.)","Rest.
erfolgt",Kassette,Schuber,Buch-schuh,Mappe ,Um-schlag,SB neu,Anmerkungen (allg.),"für Testphase
vorsehen","für Testphase
vorsehen Kommentar",Schutz-behältnis empfohlen,Foto für Erheb. Rest. angefertigt (ab August),feuchte-empfind-liches Leder,"Material am Rücken/
Einband lose / eingeris-sen (auch Titelschild)",Narben spaltet sich ab,"Gelenk(e) 
an/durch-gebro-chen",Bünde gebro-chen (Anzahl),"Rücken lose/
halb lose",Be-schläge locker,"Buch
schließe fragil",Deckel spaltet sich / Fehlstelle im Deckel,Deckel gebro-chen,Deckel lose / halb lose,"Kapital fragil/
lose","Rest.-Aufwand Einband
(in Std.)",Anmerkungen für die Restaurierung am Einband,"Ver-schmutz-ung (Vorsatz / Ränder /
ges. BB)",mikro-bieller Befall,Farb-schicht pudert,Buch-block / Seiten verblockt,erste / letzte Lage oder Seiten lose,(halb-) lose Seiten im BB,Heftung zerstört,Risse / Fehl-stellen im Vorsatz,Risse im Text-bereich / an exponier-ter Stelle (z.B. Ecke),Risse am Rand,"Fehl-stellen im BB
(groß) ",Insekten-fraß (stark),Falten / Knicke,"saures /
brüchiges Papier",Tinten-/ Farbfraß (akut),Register-marken fragil,"Klebe-
streifen ablösen","Rest.-Aufwand Buchblock
(in Std.)",Anmerkungen für die Restaurierung am Buchblock,idn,akz,bbg_y,standort,signatur_g_y,signatur_a,titel,stuecktitel,umfang,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,bibliothek,einrichtung,exemplar,wert
451,Bö M,True,451.0,L-1609-181273578,Aal,1003963242,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003963242,Bö M 328,Bö M 328,,,Ledereinband,bis 25 cm,nur sehr geringer Öffnungswinkel,fester Rücken mit Schmuckprägung,,Kassette,Nein,1.0,,,,,,,,,,L,,,,f/V,,,,,,Pa,,,,,x,,,,,,,,,45,,,,,,n,0.0,,Gewebe,,,,,,Semé-Einband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Bö M,True,452.0,L-1698-181117827,Aal,1003868509,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003868509,Bö M 329/8°,Bö M 329/8°,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","fester Rücken mit Schmuckprägung, welliger Buchblock",,Kassette,Nein,0.0,,,,,,,,,,L,,,,f/V,,,,,,Pa,,,,,,,,,,,,,,max 110,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Bö M,True,453.0,L-1502-180649434,Aal,1003801404,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003801404,Bö M 330/8°,Bö M 330/8°,,,"Ledereinband, Schließen, erhabene Buchbeschläge",bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","welliger Buchblock, erhabene Illuminationen",nicht auflegen,Kassette,Nein,2.0,,,,,,,,,,L,,,x,f,,,,,,Pa,,,,,,,,,,,,,,45,,,,,,ja vor,1.0,,Gewebe,,,,,,Restaurierleder bereits wieder kaputt,,,,,x,x,,,,,,,,,,,1.0,am Rücken fixieren und mit JP überfangen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Bö M,True,454.0,L-1695-181051753,Aal,1003824404,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003824404,Bö M 331/8°,Bö M 331/8°,,,Ledereinband,bis 25 cm,180°,welliger Buchblock,,Kassette,Nein,2.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,ja vor,3.5,,Gewebe,,,,,,,,,,,x,x,,,,,,,VD/RD,,,,3.5,"Deckelpappen stabilieren, ggf. mit JP die Kanten einfassen; Rücken fixieren; ""zur Not"" nur Umschlag und so digitalisieren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Bö M,True,455.0,L-1580-181276259,Aal,1003965865,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003965865,Bö M 332/8°,Bö M 332/8°,,,Ledereinband,bis 25 cm,180°,stark brüchiges Einbandmaterial,,Kassette,Nein,3.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,,,45,,,,,,ja vor,6.0,,Gewebe,,,,,,,,,,,x,x,,,,,,,VD/RD,,,,6.0,"Ecken unten stabilisieren ggf. einfassen, Rücken oben und unten mit JP unterlegen/ergänzen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Bö M,True,456.0,L-1520-315208724,Aaf,1066787298,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066787298,Bö M 333,Bö M 333,,,Papier- oder Pappeinband,bis 25 cm,180°,"hohler Rücken, Schrift bis in den Falz",,,,0.0,,,,,,,,,,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Bö M,True,457.0,L-1580-315493976,Aaf,1066963762,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066963762,Bö M 334,Bö M 334,,,"Ledereinband, Schließen, erhabene Buchbeschläge",bis 25 cm,nur sehr geringer Öffnungswinkel,"Schrift bis in den Falz, welliger Buchblock",,Papierumschlag ,Ja,1.0,,,,,,,,,,HD,,,,f,,,,,,Pa,,,,,,,,,,,,2.0,x,45,,,,,,n,0.0,,,,,,x sauer,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Bö M,True,458.0,L-1580-315493844,Aaf,1066963606,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066963606,Bö M 335,Bö M 335,,,Ledereinband,bis 25 cm,nur sehr geringer Öffnungswinkel,"Schrift bis in den Falz, erhabene Illuminationen, stark brüchiges Einbandmaterial",nicht auflegen,Papierumschlag ,Ja,3.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,0.0,x,60,,,,,,ja vor,3.0,,,,,,x sauer,x,,,,Box (sperrt),,x,x,,,,,,,VD/RD,,,,2.5,"Ecken und Deckelkanten stabilisieren, Gelenke belassen",,,,,,,,,,,,,x,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,
459,Bö M,True,459.0,L-1576-181053993,Aal,1003826288,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003826288,Bö M 336/8°,Bö M 336/8°,,,Ledereinband,bis 25 cm,nur sehr geringer Öffnungswinkel,"welliger Buchblock, Schrift bis in den Falz, stark brüchiges Einbandmaterial",,Papierumschlag ,Ja,3.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,4.0,x,45,,,,,,n,0.0,,,,,,x sauer,x,Schaden ist stabil genug,,,Box (sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Bö M,True,460.0,L-1568-18127566X,Aal,1003965326,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003965326,Bö M 337/8°,Bö M 337/8°,,,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, Einband mit Schutz- oder Stoßkanten, Schrift bis in den Falz, welliger Buchblock",,Papierumschlag ,Ja,1.0,,,,,,,,,,Pg,"
flexibler Pg",,,h,x,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (flexibler Pg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Bö M,False,461.0,L-1669-181067781,,1003839096,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003839096,,Bö M 338/8°,,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","fester Rücken mit Schmuckprägung, Schrift bis in den Falz, welliger Buchblock, Mehrfacheinbände innerhalb eines Buches",,Kassette,Nein,1.0,,,,,,,,,,L,,,,f/V,,,,,,Pa,,,,,,,,,,,,2.0,x,45,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003839096,L-1669-181067781,Aal,DBSM/M/Bö,Bö M 338/8°,Bö M 338/8°,"Biblia, dat is de gantsche H. Schrifture vervattende alle de canonycke boecken des Oude en des Niewen Testaments : door last van de Ed. Hoogh Mog. Hee", : ,"270, 98, 118 Fol.",,,,1140145185,Qd,,,hist. Einbd.,,1.0,2.0,
462,Bö M,True,,L-1669-419750495,Qd,1140145185,,Bö M 338/8°,Bö M 338/8°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Bö M,False,462.0,L-1669-419750622,,1140145479,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1140145479,,Bö M 338/8° (angebunden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Bö M,False,463.0,L-1567-315493828,,1066963584,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066963584,,Bö M 339,,,"Ledereinband, Schließen, erhabene Buchbeschläge",bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","welliger Buchblock, Schrift bis in den Falz, Mehrfacheinbände innerhalb eines Buches",,Papierumschlag ,Ja,2.0,,,,,,,,,,HD,,,,f,,,,,,Pa,,,,,,,,,,,,4.0,,max 110,,,,,,ja vor,1.5,,,,,,x sauer,x,,,,Umschlag (abriebgefährdet),,x,x,,,,,,,,,,,1.5,"loses Leder am RD fxieren, Spiegel fixieren",,,,,,,,,,,,,,,,,,,,1066963584,L-1567-315493828,Aaf,DBSM/M/Boe,Bö M 339,Bö M 339,XII.|| Turcken Pre=||digten vber den 79. Psalm/|| Herr es sind Heiden in dein|| Erbe gefallen/ etc.|| Auff itzige vorstehende not vnd|| fahr wider die, : ,[140] Bl.,,,,1138379638,Qd,,,,,1.0,2.0,
465,Bö M,True,,L-9999-414986245,Qd,1138379638,,Bö M 339,Bö M 339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Bö M,False,464.0,L-1566-678531641,,1210934884,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1210934884,,Bö M 339 (1.angebundenes Werk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Bö M,True,465.0,L-1553-315492023,Aaf,106696162X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D106696162X,Bö M 340,Bö M 340,,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",stark brüchiges Einbandmaterial,,Papierumschlag ,Ja,3.0,,,,,,,,,x,L,,,,f/V,,,,,,Pa,,,,,,,,,,,,4.0,,80,,,,,,n,0.0,,,,,,x sauer,x,,,,Umschlag (bes. Einband),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Bö M,False,466.0,L-9999-181082586,,1003853781,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003853781,,Bö M 341,,X,"Ledereinband, Schließen, erhabene Buchbeschläge",bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",,,Kassette,Nein,1.0,,,,,,,,,,L,,,,f,,,,,,Pa,,,,,,,,,,,,,,nur 110,"
nur 110, wegen Schaden",x,,,,ja vor und nach,6.0,,Gewebe,,,,,,"wurde rest. und ist wegen schlechten Leder wieder kaputt, Digit. vor der Rest., aber Umschlag anfertigen; Rücken ablösen, neues Leder einfügen und histor. Rücken aufbringen oder: alte Rest. belassen und diese rest. (JP und Gewebefälze einfügen)",,,,,,,,v/h,,,,,,,,x,6.0,Umschlag anfertigen für die Digit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Bö M,True,,L-1505-783236379,Qd,1149377879,,Bö M 341,Bö M 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Bö M,False,467.0,L-1511-181186519,,1003919030,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003919030,,Bö M 341 (angebunden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Bö M,True,468.0,L-1537-181114992,Aal,1003866298,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003866298,Bö M 342/8,Bö M 342/8,,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","Schrift bis in den Falz, fester Rücken mit Schmuckprägung",,Kassette,Nein,0.0,,,,,,,,,x,L,,,x,f/V,,,,,,Pa,,,,,x,,,,,,,0.0,x,110,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Bö M,True,469.0,L-1704-181083531,Afl,1003854648,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003854648,Bö M 343/8°,Bö M 343/8°,,,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",fester Rücken mit Schmuckprägung,,Papierumschlag ,Ja,0.0,,,,,,,,,,L,,,,f/V,,,,,,Pa,,,,,,,,,,,,,,max 110,,,,,,n,0.0,,,,,,x sauer,x,,,,Umschlag (empfindl. Einband),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Bö M,True,470.0,L-1508-181207214,Aal,1003937853,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003937853,Bö M 344/8° - Fragm.,Bö M 344/8° - Fragm.,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",,,Papierumschlag ,Ja,2.0,,,,,,,,,,HD,,,,f,,,,,,Pa,,,,,,,,,,,,,,nur 110,,,,,,n,0.0,,,,,,x sauer,x,Schaden ist stabil genug,,,Box (Teile des BB rausgeschnitten),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Bö M,True,471.0,L-1608-18119855X,Aal,1003929516,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003929516,Bö M 345/8°,Bö M 345/8°,,,Broschur,bis 25 cm,180°,,,Papierumschlag ,"Signaturfahne austauschen, Nein",1.0,,,,,,,,,,oE,,,,,,,,,,Pa,,,,,,,,,,,,,,nur 110,,,,,,n,0.0,,,,,,x,,,,,Jurismappe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Bö M,True,472.0,L-1567-315295511,Aaf,1066835551,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066835551,Bö M 346,Bö M 346,,X,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","hohler Rücken, Einband mit Schutz- oder Stoßkanten",,Kassette,Nein,0.0,,,,,,,,,,Pg,"
flexibler Pg",,,h,x,,,,,Pa,,,,,,,,,,,,,,80,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Bö M,True,473.0,L-1546-181115344,Aal,1003866638,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003866638,Bö M 347/8°,Bö M 347/8°,,X,Ledereinband,bis 25 cm,nur sehr geringer Öffnungswinkel,fester Rücken mit Schmuckprägung,,Kassette,Nein,0.0,,,,,,,,,x,L,,,,f/V,,,,,,Pa,,,,,,,,,,,,4.0,x,0,"
ws. 30° ÖW",,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Bö M,True,474.0,L-1550-181207753,Aal,1003938426,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003938426,Bö M 348/8°,Bö M 348/8°,,,Gewebeeinband,bis 25 cm,180°,,,,Signaturfahne austauschen,0.0,,,,,,,,,,G,,,,f,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Bö M,True,475.0,L-1530-181282836,Aal,1003972322,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003972322,Bö M 349,Bö M 349,,X,Papier- oder Pappeinband,bis 25 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,180,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Bö M,True,476.0,L-1528-315082046,Aaf,1066694478,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066694478,Bö M 350,Bö M 350,,X,Broschur,bis 25 cm,nur sehr geringer Öffnungswinkel,Buchblock nicht aufgeschnitten,,Schuber,"Nein, Signaturfahne austauschen",0.0,,,,,,,,,,oE,,,,,,,,,,Pa,,,x,,,x,,,,,,,,0,"
geschlossene Lagen",,,,,n,0.0,,,x,,,x Buntpapier mit Gewebe kaschiert ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Bö M,True,477.0,L-1535-167648470,Aal,999175041,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D999175041,Bö M 351,Bö M 351,,X,Halbpergamentband,bis 25 cm,180°,hohler Rücken,,,Signaturfahne austauschen,0.0,,,,,,,,,,HPg,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Bö M,True,478.0,L-1642-181115530,Aal,1003866751,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003866751,Bö M 352/8°,Bö M 352/8°,,X,Ledereinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","fester Rücken mit Schmuckprägung, Schrift bis in den Falz",,Mappe,Nein,0.0,,,,,,,,,x,L,,,,f/V,,,,,,Pa,,,,,,,,,,,,2.0,x,80,,,,,,n,0.0,,,,,x sauer,,x,,,,Umschlag (bes. Einband),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Bö M,False,479.0,L-1591-181147939,,114093676X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D114093676X,,Bö M 353 (angebunden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Bö M,False,480.0,L-1591-181147939,,1003897053,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003897053,,Bö M 353/8°,,,Pergamentband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",Schrift bis in den Falz,,Kassette,Nein,0.0,,,,,,,,,x,L,,,,f,,,,,,Pa,,,,,,,,,,,,2.0,,max 110,,,,,,n,0.0,,Gewebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003897053,L-1591-181147939,Aal,DBSM/M/Bö,Bö M 353/8°,Bö M 353/8°,"Antiquae Historiae ex 27 autoribus contextae libri 6, totidem solennes temporum epochas continentae : ", : ,"454 Seiten, 40 ungezählte Seiten",,,,1140935909,Qd,,,hist. Einbd,,1.0,2.0,
484,Bö M,True,,L-1590-421189681,Qd,1140935909,,Bö M 353/8°,Bö M 353/8°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Bö M,True,481.0,L-1676-181116200,Aal,1003867243,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1003867243,Bö M 354/8°,Bö M 354/8°,,,Broschur,bis 25 cm,180°,Schrift bis in den Falz,,Papierumschlag ,Ja,1.0,,,,,,,,,x,Br,,,,h,,,,,,Pa,,,x,,,,,,,,,0.0,,nur 110,,,,,,n,0.0,,,,,x sauer,,x,,,,Jurismappe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Bö M,True,482.0,L-1570-315464453,Aaf,1066936625,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1066936625,Bö M 355,Bö M 355,,,"Ledereinband, Schließen, erhabene Buchbeschläge",bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",Schrift bis in den Falz,,Kassette,Nein,0.0,,,,,,,,,x,L,,,x,f,,,,,,Pa,,,,,x,,,,,,,2.0,,110,,,,,,n,0.0,,Gewebe,,,,,x,,,,Box (vorhandene Kassette zu eng),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Bö M,False,486.0,L-1810-180652788,,11910828,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D11910828,,Bö M 356/8°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Bö M,True,,L-1810-180652788,Abvz,011910828,,Bö M 356/8°,Bö M 356/8°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Bö M,True,484.0,L-1810-421194324,Afl,1140942557,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1140942557,Bö M 356/8°,Bö M 356/8° - 1810,,X,Papier- oder Pappeinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,,,0.0,,,,,,,,,x,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,x 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Bö M,True,485.0,L-1810-421194480,Afl,1140942786,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D1140942786,Bö M 356/8°,Bö M 356/8° - 1811,,X,Papier- oder Pappeinband,bis 25 cm,"80° bis 110°, einseitig digitalisierbar?",hohler Rücken,,,,0.0,,,,,,,,,x,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Bö M,True,483.0,L-1810-42119457X,Afl,114094293X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D114094293X,Bö M 356/8°,Bö M 356/8° - 1812,,X,Papier- oder Pappeinband,bis 25 cm,180°,hohler Rücken,,,,0.0,,,,,,,,,x,Pa,,,,h/E,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Bö M,True,487.0,L-1582-18130029X,Aal,100398925X,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=idn%3D100398925X,Bö M 357/8°,Bö M 357/8°,,,"Ledereinband, Schließen, erhabene Buchbeschläge",bis 25 cm,"80° bis 110°, einseitig digitalisierbar?","Schrift bis in den Falz, hohler Rücken",,Papierumschlag ,Ja,3.0,,Seiten herausgerissen,,,,,,,x,L,,,,f,,,,,,Pa,,,,,,,,,,,,,,110,,,,,,n,0.0,,,,,,x sauer,x,,,,Box (sperrt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
