idn,bbg,tit_a,tit_d,tit_Y,stuecktitel_l,stuecktitel_a,f4243,f4256,f4241,f4105_9,f4105_g
1066936625,Aaf,Ein @new|| Betbüchlin|| Des seligen vnd tew=||ren Mans GOTtes|| Doctoris Martini|| Lutheri.|| Aus seinen eigen Geist=||trost vnd Lebendigen wor=||ten vnnd Tomis|| gezogen.|| ...||,,,,,,,,,
1066936919,Aaf,"PRACTICA=||RVM OBSERVATIO=||NVM TAM AD PROCESSVM IVDICIARIVM|| PRAESERTIM IMPERIALIS CAMERAE, QVAM CAVSA-||RVM DECISIONES PERTINENTIVM,|| LIBRI DVO.|| ITEM DE PACE PVBLICA ...|| LIBRI II.|| DE PIGNORATIONIBVS, LIBER I.|| PER ... IVRECONSVLTVM|| D. ANDREAM GEYL, AGRIPPINATEM,||... congesta ...||",,,,,,,,,
1066941203,AaB,A. GELLII LV||CVLENTISSIMI SCRI-||PTORIS NOCTES|| ATTICAE.|| (ANNOTA/||TIONES PETRI MOSELLA/||ni Protogensis in clarissimas|| Auli Gellij Noctes|| Atticas.||),,,,,,,,,
1066941718,Aaf,"AVLI GEL||LII NOCTIVM ATTI=||CARVM.LIBRI VN||DEVIGINTI.|| In easdem, Encomiu carmine Luscinii|| ad HVTTENVM ...||",,,,,,,,,
1066942137,Aaf,JN Gotz Namen Amen Kunt sy allen vnd yecklichen den ghenen die dit vnt|| gainwordige offenbare jnstrument sullen sien off hoeren lesen/ dat jn dem jare|| ...||,,,,,,,,,
1066942153,Aaf,Dialogi|| pueriles Christo=||phori Hegẽdorf=||fini.||,,,,,,,,,
1066942501,Aaf,HESYCHIU LEXIKON,,,,,,,,,
106694251X,Aaf,M. Fabii Quintiliani oratoriarum institutionum,Una cu[m] annotationibus Raphaelis Regii in depranationes eiusdem. Et tabula per alphabetum nouiter addita,,,,,,,1138239534,Qd
1066956294,Aaf,RVDIMEN=||TA COSMOGRA=||PHICA.||(RVDIMENTORVM COS=||mographicorum Liber IIII.||)(CIRCVLI SPHAERAE|| CVM V.ZONIS.||),,,,,,,,1138239631,Qd
1066956324,Aaf,Summa Jo/||annis gezogen ausz|| den Euangelien vnd Geystlichen|| vnd Weltlichen rechten/auß der|| ein yeglicher in seim standt/ be||riecht nemen mag// on zuthun|| anderer lerer/ was jm zu|| heyl seiner selen not|| ist zu wissen.|| Hat auch die lati/||nisch allegation vnd anzeygung wo||auß ein yeglich stuck gezogen ist.||[Übers.v.(bruder Berchtold vnd|| priester ...||)],,,,,,,,,
1066956480,Aaf,Erariu aureum|| poetaru omnibus latine lingue. cuiusou#[que] eti fa||cultatis fuerint. professoribus accńmodu. immo|| et oim poetaru sine ipsis cńm?tarijs elucidatiuu|| ...||,,,,,,,,,
1066956502,Aaf,"IVN. IVVE-||NALIS, ET AVLI|| PERSII FLACCI|| SATY-||RAE.||",,,,,,,,,
1066956618,Aaf,Der @Ander Teil|| aller deudscher B#[ue]cher vnd Schriff=||ten des thewren/ seligen Mans Gottes D. Mart. Lutheri/|| vom XXII. Jar an/ bis auff den ... Abschied ...|| Herrn Fridrichen/ Hertzogen vnd Churf#[ue]rsten zu|| Sachssen/ im Meyen/ des XXV. Jars/ Zum f#[ue]nfftenmal ge=||druckt/ aller ding dem ersten vnd andern Druck gleich/|| on was in der Ordnung der Tag vnd Mon=||den dem ersten Druck nach et=||was geendert ist.|| ...|| [Hrsg.v.(Niclas von Amsdorff.||)],,,,,,,,,
1066956693,Aaf,"[IMPERA||TORVM ROMANO=||RVM LIBELLVS.|| Vnà cum imaginibus,|| ad uiuam effigiem|| expreßis.||]",,,,,,,,1138240583,Qd
1066956782,Aaf,"FLAVII IOSE||PHI HEBRAEI, HISTORIO-||graphi clariss. opera, ...|| recognita & castigata: ...|| Antiquitatum Iudaicarum li.XX.|| De bello Iudaico li.VII.|| Contra Appion? apologetici li.II.|| Interprete Ruffino presbytero.|| DE INSIGNI MACHABAEO-||rum martyrio liber unus, ...|| castigatus ab ERASMO ROTERODAMO,|| nunquam antehac praedictis additus.||",,,,,,,,,
106695688X,Aaf,"PROPOSITIONES|| DE IVSTI=||FICATIONE|| FIDEI,|| FIDELITER|| CONSCRIPTAE, ET IN|| disputationem publicam propositae,|| contra pernitiosos ueterum ac|| recentiorum errores,|| A CASPARO LATOMO|| VRATISLAVIENSE,|| Pro gradu doctoratus in|| Ecclesia Christi.||",,,,,,,,,
1066956936,Aaf,"LIBANII|| SOPHISTAE GRAECI|| declamatiunculae aliquot, eae-||dem´#[que] Latinae, per DES.|| ERASMVM ROT.|| Cum duabus orationibus|| Lysiae itidem uersis, in/|| certo interprete, &|| alijs nonnullis.||(ISOCRATES AD|| NICOCLEM ...|| ERASMO|| ... INTERPRETE.||)(ISOCRATIS ...|| ORATIO|| ... de bello|| fugiendo ... Petro Mosel/||lano Protegense interprete.||)(LVCIANI TY=||RANNICIDA, DES. ERASMO ...|| INTERPRETE.||)(LVCIANI ... || ABDICATVS DES. ERASMO|| ... INTERPRETE.||) (LYSIAE ATHE||NIENSIS ORATIO DE HERATOSTHENIS|| ADVLTERI NECE DEFENSIO.||)(LYSIAE ORA=||TORIS, FVNEBRIS ORATIO PRO|| ijs Atheniensibus, qui ...|| praelio interiere.||)",,,,,,,,,
1066956979,Aaf,Der @Ander Teil|| aller B#[ue]cher vnd Schrifften ...|| Doct. Mart.Lutheri/ vom XXII|| Jar an/ bis auff den ... Abschied aus diesem|| Leben/ des ... Herrn Fridrichen/ Hertzogen vnd|| Churfurst: zu Sachssen/ im Meien des XXV.Jars/|| Zum andern mal Gedruckt ...|| [Hrsg.v.( Niclas von Amsdorff.||)],,,,,,,,,
1066957134,Aaf,Contra Romanistam fratrem|| Augustinu Alueldeñ. Fran=||ciscanu Lipsicu Canonis|| Biblici publicu lictor? #[et]|| tortor? eiusdem. F.|| Jones Lonice=||rus|| Augustinianus.||,,,,,,,,,
1066957258,Aaf,"CLAVDII PTO-||LEMAEI PELVSIENSIS ALEXANDRI-||NI OMNIA, QVAE EXTANT, OPERA, GEO-||graphia excepta, quam seorsim quo#[que] hac || forma impressimus.|| Almagesti seu Magnae compositionis Mathematicae || opus, à Georgio Trapezuntio tralatum, Lib. XIII.|| De iudicijs astrologicis, aut ... Quadri/||partitae cõstructionis, Lib.|| IIII. Quoru priores duo || à Ioachimo Camerario latinitate donati sunt: in re/|| liquis emendauimus multa ad ueterum exemplariu || ueritat?, adiectis etiam Graecis ... || Centum sententiae, quod Centiloquium dicunt, à Io/||uiano Pontano uersae.|| Inerrantium stellarum significationes, per Nicolaum || Leonicum traductae.|| Procli Diadochi hypotyposes astronomicarum posi/||tionum, que est omnium, que in Almagesto demon||strantur, epitome ... || Georgio Valla Pla/||centino interprete.|| Ex, in omnibus disciplinis principum uirorum, exem/||plaribus emendauimus Almagesti plurima loca & || figuras nonnullas, quas sculptas in primo huius o/||peris limine posuimus ... || Ob quã causam etiam censuimus addendas Luce Gau||rici annotationes.|| Item omnium constellationum figuras graphicè, pro/||pter singulare studiosorum cõmodum, depinximus|| [Hrsg.v. (Hieronymus || Gemusaeus ... ||)]",,,,,,,,,
1066957622,Aaf,Xenophon. In hoc volumine continentur infrascripta opera Xenophontis. Paedia Cyri Persarum regis. De venatione. De re publica et de legibus Lacedaemoniorum. De regis Agesilai lacedaemoniorum laudibus. Apologia pro Socrate. Opusculum de tyrannide,,,,,,,,,
1066957835,Aaf,Euclidis Megarensis philosophi Platonicj mathematicarum disciplinarum Ianitoris Habent in hoc volumine quicumque ad mathematicam substantia aspirant: elementorum libros XIII cum expositione Theonis insignis mathematici quibus multa quae deerant exlectione graeca sumpta addita sub nec non plurima subuersa & prepostere: uoluta in Campani interpretatione: ordinata digesta e castigata sunt ... cum expositione Hypsi. Alex. Itidemque & Phaeno. Specu. & Perspe. cum expositione Theonis. ac mirandus ille liber Datorum cum expositione Pappi Mechanicivna cum Marini dialectici protheoria. Bar. Zamber. Vene. interprete,,,,,,,,,
1066957932,Aaf,"TOMVS SE=||CVNDVS OMNI=||VM OPERVM REVEREN=||di Patris,viri Dei, D.Mart.Luth. quae|| edidit ab anni vicesimi parte quadam|| vs´q; ad annum vicesimum quar=||tum ...||",,,,,,,,,
1066957959,Aaf,"ANALECTA|| OBSERVA-||TIONUM LATINAE|| LINGUAE, STUDIO|| ET OPERA|| RODOLPHI GOCLENII|| PROFESSORIS PUBLICI|| in Acad. Marpurg. nunc primùm|| in lucem edita.|| [T.II:] Sylvula Soloecorum in latinitatem com-||mutatorum ...|| [T.III:] (SOLENNIS ACTUS|| Renunciationis|| XIX. MAGISTRO-||RUM, ET XXV. BACCALAU-||REORUM, DESCRIPTUS ET PERCE-||LEBRATUS IN ILLUSTRI ACADEMIA|| Marpurg. Hass. ... ||)",,,,,,,,1138242179,Qd
1066957967,Aaf,Der @Achte Teil|| vnd letzte aller B#[ue]cher vnd Schriff||ten des thewren seligen Mans Gottes/ Doctoris Martini|| Lutheri/ vom XLII.Jar an/ bis auff seinen Christ=||lichen Abschied aus diesem Leben/ vnd dasselbe Jar|| vollend hinaus/ bis auffs XLVII. geschrie=||ben/ vnd im Druck ausgangen.|| ... ||,,,,,,,,,
1066959102,Aaf,Die @Ordnung vber gemainer|| Lanndtschafft in Bayrn auff=||gerichte Hanndtuesst. Tausent|| Fünffhundert vnd im sechzehen=||den jar// zu Jngolstat beschlossen.||,,,,,,,,,
1066959161,Aaf,"IANI PAR-||RHASII NEAPOLITANI|| ... in CL. Claudiani de Raptu Proserpinae libros|| Cõmentarius longè eruditissimus ...|| Acceßit praeterea et autoris uita per eundem Parrhasium,et|| ... locupletißimus|| INDEX.||",,,,,,,,,
1066959609,Aaf," M. T.CICERO=||NIS EPISTOLAE|| AD COMPLVRES SCRI=||PTAE, QVAS VVLGO FA=||MILIARES APPEL=||LARVNT.|| CVM PRAEFATIONE IOAN.|| STVRMII, AD ERASMVM AR=||GENTORATENSIVM EPISCO-||PVM DELECTVM. ET AR=||GVMENTIS GIBERTI|| LONGOLII.||",,,,,,,,,
1066959986,Aaf,"SEXTA|| Pars Homeliarum|| IN EVANGELIA DO=||MINICALIA ET DIES FESTOS,|| â Dominica septima post Tri-||nitatis, us#[que] ad Domini-||cam decimam quin-||tam.|| D. GEORG. MAIOR.||",,,,,,,,,
1066960186,Aal,"RVDIMENTA|| Mathematica.|| Haec in duos digeruntur libros, quorum pri-||OR GEOMETRIAE TRADIT PRIN=||cipia seu prima elementa, unà cum rerum & uariarum figuraru dimensio=||nibus. Posterior uerò omnigenum Horologiorum docet deli=||neationes, autore Sebastiano Munstero.||",,,,,,,,,
1066960275,Aaf,Hic subnotata cõtinentur|| Vita. M. Catonis (per|| Cornelium Nepotem).|| Sextus Aurelius de vitis Caesarum.|| Beneuenutus de eadem re.|| Philippi Beroaldi & Thomae Vuol=||phij Iunioris disceptatio/ de nomine|| imperatorio.|| Epithoma rerum Germanica#[RUM] vs#[que]|| ad nostra tempora(IACOBI|| wympfelingij).|| ...||,,,,,,,,,
1066960380,Aaf,"DE HERBA||RVM VIRTVTIBVS AE=||MILII MACRI VERONENSIS ELE-||gantissima poësis, cum succincta admo=||dum difficilium & obscurorum locorum,|| D.Georgij Pictorij Villingani doctoris",,,,,,,,,
1066961387,Aaf,Opusculum de sagis ma||leficis Martini Plantsch concio||natoris Tubingensis.|| [Hrsg.v. (Henrici Bebelij Iustingensis ...||)],,,,,,,,,
1066961506,Aal,"MARSILII|| FICINI FLOREN=||TINI MEDICI ATQVE PHI=||losophi celeberrimi,de Vita|| Libri tres,recens iam à men=||dis situ´q; uin=||dicati.|| QVORVM|| Primus,de Studiosorum sanitate tuenda.|| Secundus,de Vita producenda.|| Tertius,de Vita coelitus comparanda.|| HIS ACCESSIT|| DE RATIONE VI=||CTVS SALVBRIS OPVS NVNC|| recens natum,autore Gulielmo In-||sulano Menapio Gre=||uibrugensi.|| Epidemiarum antidotus,tutelam quoq; bonae ualetu/||dinis continens,autore Marsilio.|| Cum ... indice.|| (MARSILII FICINI || APOLOGIA ...|| Epidemiaru Antidotus,|| ... à Hieronymo Ri=||cio latinitate donata.||)",,,,,,,,,
1066961565,Aaf,"SOPHOKLEUS|| TRAGODIAI HEPTA ME-||ta scholion palaion kai pany ophelimon.||SOPHOCLIS TRAGOE/||DIAE SEPTEM, CVM INTER=||pretationibus uetustis et ualde|| utilibus.|| ... ||",,,,,,,,,
1066961581,Aaf,Mich wundert das|| kein gelt ihm|| land ist.|| Ein schimpflich doch vnschedlich ge=||sprech dreyer Landtfarer/ vber yetz ge=||melten tyttel.|| Leße das buchlin so wirdstu dich furo||hyn verwundern/ das ein pfennig ihm|| landt blieben ist.||,,,,,,,,,
106696162X,Aaf,"De Originibus,|| SEV, DE VARIA ET PO/||tissimum orbi Latino ad hanc diem in/||cognita, aut incõsyderata historia, quu|| totius Orientis, tum maximè Tartaro/||rum, Persarum, Turcarum ...|| ori/||gines, & mysteria Brachmanum|| retegente:|| ... Guilielmus Postellus posteritati eruit,|| exposuit & proposuit.||",,,,,,,,,
1066961697,Aaf,CAESARES ROMANI|| ILLVSTRIS=||SIMO PRINCIPI AC|| DOMINO DOMINO SIGISMVNDO|| Archiepiscopo Magdeburgensi &|| Marchioni Brandeburgen=||si in institutione|| propositi|| A|| PAVLO PRAETORIO|| BERNOVIANO.|| ADDITA SVNT EPI=||grammata duo D. Georgij Sabini|| et Abdiae Godescalci|| Praetorij.||,,,,,,,,,
1066962219,Aaf,Eine @predigte von Chri=||sti/ vnd vnserem Creutze. Jtem/ wie man|| von Christo dem rechten artzte/ beiderley ge=||sundheit an leib vnd seel erlangen sol.|| Geprediget zu N#[ue]rnberg/ auff den|| Fastnacht Sontag/ des|| jars/ M.D.LII.|| Durch Erasmum|| Sarcerium.||,,,,,,,,,
106696226X,Aal,Freüdenspruch:|| Der allerheiligsten Dreifeltigkeyt|| Gottis zu Lob/ Ehr vnd danck/ für|| diese allerfreüdenreichste Hohenzeit vnd Christliche|| Heymfarth/ Des ...,,,,,,,,,
1066962642,Aaf,"OPERA|| Q. SEPTIMII FLOREN-||TIS TERTVLLIANI INTER LATINOS ECCLESIAE|| scriptores primi, sine quoru lectione nullum diem intermittebat olim di/||uus Cyprianus, per BEATVM RHENANVM Seletstadiensem è|| tenebris eruta at#[que] à situ pro uirili uindicata, adiectis singuloru librorum|| argumentis, & nullibi non coniecturis, ac nuper annotationibus fusiori/||bus superadditis, quibus uetustissimus autor nõ solu emendatur, sed & il||lustratur at#[que] exponitur ... ||",,,,,,,,,
1066962731,Aaf,"HORATII|| TVRSELLINI|| ROMANI|| E SOCIETATE IESV|| LAVRETANAE|| HISTORIAE, LIBRI|| QVINQVE.|| AD ILLVSTRISS. D.|| PETRVM ALDOBRAN-||DINVM S.R.E. CARD.||",,,,,,,,,
1066962839,Aaf,"IOAN#||NIS LVDOVICI VI||uis Valentini, de Disciplinis|| Libri XX. in tres Tomos|| distincti ...|| Cum indice nouo ...||",,,,,,,,,
1066963010,Aaf,Vergilij|| Maronis dreyze||hen B#[ue]cher von dem|| tewren Helden Enea/|| was der zu Wasser vnnd|| Land bestanden.|| Jetzund von newem wi=||derumb vbersehen/ mit fleiß cor=||rigiert/ vnd sch#[oe]nen Fi=||guren gezieret.||,,,,,,,,,
1066963134,Aal,"EX ACTIS SYNODICIS ET ALIIS|| DILIGENTER ET FIDELI=||TER COLLECTA|| EXPOSITIO|| EORVM, QVAE THEO=||LOGI ACADEMIAE VVITEBER=||gensis et harum Regionum alij, qui his adiuncti fue=||runt, in deliberationibus Prouincialibus et alioquin ex=||tra has,de rebus ad Religionem pertinentibus, monue=||rint ...",,,,,,,,,
1066963185,Aaf,"[METHODICA|| INSTITUTIO-||NUM JURIS CIVILIS|| Justinianéi Analysis,|| Cum oratione|| DE STUDIO JURIS RECTE|| instituendo:|| AUCTORE|| BERNHARDO COPIO, J.U.D.|| Professore Academiae Marpurgensis, & supre-||mi Hassorum judicii Assessore|| clarissimo.||]",,,,,,,,1138366714,Qd
1066963258,Aal,Hierinn stadt geschriben vnd|| ist begriffen die ordnung/ erkantnuß/ gebott/ vnd|| Christenlich verbesserung/ von vns Burgermeyster klein vnd gros||sen R#[ae]dten der Statt Zürich/ der Zinsenn/ ouch vnzimlicher|| k#[oe]uffen vnd verk#[oe]uffen halb/ an vnsere biderben|| vnderthonen allenthalb/ inn Statt|| vnd Land vßgangen.||,,,,,,,,,
1066963355,Aaf,"ARISTOTELIS|| DE REPV||BLICA, QVI POLITICO-||rum dicuntur, libri VIII. à IOA-||chimo Perionio Cormoeriace-||no nuper latinitate|| donati,|| AD FRANCISCVM|| Valesium potentiß. et Christianißi-||mum Galliae Regem.|| Accesserut eiusdem Perionij in eosdem|| libros Obseruationes: & argumentum,|| quo ordo & sententia eorum librorum|| breuiter exponitur. Item´#[que] Index am-||plissimus rerum ...||(ARISTOTELIS VITA EX|| monimentis Ioannis Grammatici Philoponi|| Alexandrini.||)",,,,,,,,,
1066963495,Aaf,"HESIODI|| ASCRAEI OPERA,|| Quae quidem extant, omnia|| Graecè, cum interpretatione Latina ere-||gionè, vt conferri à Graecae linguae|| studiosis citra negocium|| possint.|| ADIECTIS IISDEM LATI-||NO CARMINE ELEGANTISS. VERSIS,|| & Genealogiae deorum à Pylade Brixiano|| descriptae, Libris V.|| Accessit nunc demùm Herculis Scutum,|| doctiss. carmine à IOANNE RAMO|| conuersum.|| Rerum et verborum in ijsdem memorabilium|| Index.||",,,,,,,,,
1066963584,Aaf,XII.|| Turcken Pre=||digten vber den 79. Psalm/|| Herr es sind Heiden in dein|| Erbe gefallen/ etc.|| Auff itzige vorstehende not vnd|| fahr wider die grawsame Tyranney|| des T#[ue]rcken gestellet:|| ... Durch|| Esaiam Heidenreich D.||,,,,,,,,1138379638,Qd
1066963606,Aaf,Trostbuch|| von Aufferstehung der|| Todten/ ewigem Leben vnd Se=||ligkeit/ wider alle heßliche anblick vnd|| Fronfest des Todtes vnd ewi=||ger verdamniß.|| Aus Gottlicher vnd H. Schrifft|| Altes vnd Newes Testaments ...|| zusamen getzogen/ ...|| durch|| IOHANNEM MARTEM|| M. Coloniensem.|| ...||,,,,,,,,,
1066963681,Aal,Ain @laijsche/ anzaigung/ So|| allen Lanndtsässen/ vnd denen/ die #[oe]rdennlich/ oder beuolhen/|| oberkait haben/ als Hofmarch/ vnd gerichtsherren/ Pflegern/|| Richtern/ Gerichtschreibern/ auch der St#[oe]tt/ vnd Schrannen=||rednern ...|| auch in gemain/ allen jnwonern/ des loblichen|| hauss/ vnd Fürstenthumbs Bayrn/ zu dienst/ vnd guetem/ in|| druckh/ geben worden.||,,,,,,,,,
1066963746,Aaf,Eine @Predigt|| Vber der Leiche des|| Achtbarn ... Herrn M.|| Georgij Dobers/ gewesenen Burgermeisters zu|| Olsnitz/ so an vnsers HErrn Christi Himel=||farts tage/ Anno 1599 ...|| zur|| Erden bestattet|| wurde.|| Gethan|| Von Paulo Laurentio Theol: D.|| vnd Superintendenten|| zu Olsnitz.||,,,,,,,,,
1066963762,Aaf,"THOMAE|| LINACRI BRI-||TANNI DE EMENDATA|| STRVCTVRA LATINI SERMO-||nis libri VI. cum indicatione locorum|| vnde exempla ab autore ad-||ducta fuerunt,|| RECOGNITI A'|| Ioachimo Camerario|| Pabepergensi.|| Vna cum Indice diligentissimo.|| ACCESSIT LIBELLVS|| eiusdem Camerarij de arte Gramma-||tica, & figuris dictionum.||",,,,,,,,,
1066963886,Aaf,"PLVTARCHI|| CHAERONENSIS|| MORALIA, quae vsurpantur. sunt autem om-||nis elegantis doctrinae PENVS ... OMNES DE GRAECA IN LATINAM|| linguam transscripti ...|| GVILIEL. XYLANDRO AVGVSTANO|| interprete: cuius ... Annotationes|| ... vnà eduntur.|| Accesserunt his INDICES locupletissimi.||",,,,,,,,,
1066963959,Aaf,"Ein @Nye|| Christlick vnde|| n#[ue]tte B#eede=||b#[oe]ck.|| Vth den Olden Lerers|| der Kercken/ Alse Augustino Am=||brosio, Cypriano, Cyrillo, Bern-||hardo, Chrysostomo, &c. Tho=||samende getagen ...|| Thom Veerden male mit fly=||te wedder gedr#[ue]cket/ vnde noch mit|| mehr andern sch#[oe]nen vnde tr#[oe]stli=||ken Geb#eeden vnde Figuren|| vorbetert vnde vor=||mehret.||",,,,,,,,,
1066963967,Aaf,LOCI|| COMMVNES THE=||OLOGICI RECENS collecti & recogniti a|| Philippo Me=||lanthone.||,,,,,,,,,
1066964025,Aaf,"VITA|| HONESTA, SIVE VIRTV=||tis, quomodo quisq; uiuere debeat,|| omni aetate, omni tempore, et|| quolibet loco, erga deum|| et homnes.|| AVTORE HERMAN. SCHOT=||tennio Heßo.||",,,,,,,,,
1066964173,Aaf,"CAROLI SIGONII|| HISTORIARVM|| DE|| REGNO ITALIAE|| Libri Quindecim,|| AD|| ILLVSTRISS. ATQ. EXCEL-||LENTISS. D. IACOBVM BON-||COMPAGNVM, Generalem S. R. E.|| Gubernatorem.|| Qui Libri Historiam ab anno DLXX vsque ad|| MCC continent.||",,,,,,,,,
1066964211,Aaf,"[POLYDORI|| VERGILII VRBI-||NATIS DE RERVM|| INVENTORIBVS LI-||BRI OCTO.|| Eiusdem in orationem Dominicam com-||mentariolum.|| Omnia nunc demum ab ipso autore perfectè au-||cta, recognita atque elaborata.|| Cum Indice et rerum et verborum locupletissimo.||]",,,,,,,,,
1066964300,Aaf,"AVTEN=||TICAE IVSTINI=||ani L. Imperatoris Au||gusti, De Rebus Sacris, per|| compendium à Iohanne|| Cochleo cõmemorate,|| Epitomes Liber Primus.|| Paraphraseos Cõstitutio vltima.||",,,,,,,,1138379905,Qd
1066964300,Aaf,"Avtenticae Ivstiniani L. Imperatoris Augusti, De Rebus Sacris",,,,,,,,1138379905,Qd
1077842244,Aal,Homilia pros tus neus,,,,,,,,1138315451,Qd
1124489959,Afl,Bornitz,Jakob,Jacobi Bornitii emblemata ethico politica Ingenua atque erudita interpretatione nunc primum illustrata,1,Jocobi Bornitii Emblematum sylloge prima,,,,,
1125890789,Afl,Caminade,Marc Alexandre,"Premiers Élémens de la langue française, ou grammaire usuelle et complette, ...",T. 2.,,,,,,
1126761974,Afl,,,Laure ou lʹAmour et les systèmes,Tome 2,,,,,,
1126762180,Afl,,,Laure ou lʹAmour et les systèmes,Tome 3,,,,,,
1126762407,Afl,,,Laure ou lʹAmour et les systèmes,Tome 4,,,,,,
1126762563,Afl,,,Laure ou lʹAmour et les systèmes,Tome 5,,,,,,
1132640172,Af,,,Biblia Graeca et Latina... Pars ...,3.,"Bibliorvm Graecorvm Latinorvm'Qve Pars Tertia, continens Hesaiam...",,,,,
1132643619,Af,,,"Omnia Qvotqvot Extant Divi Ambrosii Episcopi Mediolanensis Opera Cvm Per Des. Erasmvm Roterodamvm, Tvm per alios eruditos uiros, accurata diuersorum codicum collatione nunc denuo emendata in quinque digesta ordines...",1.,,,,,,
1132643627,Af,,,"Omnia Qvotqvot Extant Divi Ambrosii Episcopi Mediolanensis Opera Cvm Per Des. Erasmvm Roterodamvm, Tvm per alios eruditos uiros, accurata diuersorum codicum collatione nunc denuo emendata in quinque digesta ordines...",2.,,,,,,
1132643635,Af,,,"Omnia Qvotqvot Extant Divi Ambrosii Episcopi Mediolanensis Opera Cvm Per Des. Erasmvm Roterodamvm, Tvm per alios eruditos uiros, accurata diuersorum codicum collatione nunc denuo emendata in quinque digesta ordines...",3.,,,,,,
1132649072,Af,,,"OMNIA || D. BASILII MAGNI || ARCHIEPISCOPI CAESAREAE CAP/||PADOCIAE, QVAE EXTANT, OPERA, IVXTA ARGVMEN/||torum congruentiam in Tomos partita quatuor, Iano Cornario || medico physico interprete ... || In calce subiectus est Index rerum omnium copiosiss.|| [T.IV:] (MONODIA GREGO=||RII NAZIANZENI IN MAGNVM || BASILIVM PER RAPHAELEM VOLA/||terranum conuersa.||)",1,[I],,,,,
1132649080,Af,,,"OMNIA || D. BASILII MAGNI || ARCHIEPISCOPI CAESAREAE CAP/||PADOCIAE, QVAE EXTANT, OPERA, IVXTA ARGVMEN/||torum congruentiam in Tomos partita quatuor, Iano Cornario || medico physico interprete ... || In calce subiectus est Index rerum omnium copiosiss.|| [T.IV:] (MONODIA GREGO=||RII NAZIANZENI IN MAGNVM || BASILIVM PER RAPHAELEM VOLA/||terranum conuersa.||)",2,Tomus secvndus,,,,,
1132649099,Af,,,"OMNIA || D. BASILII MAGNI || ARCHIEPISCOPI CAESAREAE CAP/||PADOCIAE, QVAE EXTANT, OPERA, IVXTA ARGVMEN/||torum congruentiam in Tomos partita quatuor, Iano Cornario || medico physico interprete ... || In calce subiectus est Index rerum omnium copiosiss.|| [T.IV:] (MONODIA GREGO=||RII NAZIANZENI IN MAGNVM || BASILIVM PER RAPHAELEM VOLA/||terranum conuersa.||)",3,Tomvs tertivs,,,,,
1132649102,Af,,,"OMNIA || D. BASILII MAGNI || ARCHIEPISCOPI CAESAREAE CAP/||PADOCIAE, QVAE EXTANT, OPERA, IVXTA ARGVMEN/||torum congruentiam in Tomos partita quatuor, Iano Cornario || medico physico interprete ... || In calce subiectus est Index rerum omnium copiosiss.|| [T.IV:] (MONODIA GREGO=||RII NAZIANZENI IN MAGNVM || BASILIVM PER RAPHAELEM VOLA/||terranum conuersa.||)",4,Tomvs qvartvs,,,,,
1136805699,Afl,,,"Aristotelis Stagiritae Organvm, qvod logicam appellant",1.,Tomus primus,,,,,
1136888101,Alxo,Hieroclis philosophi Stoici & Sanctissimi in aureos uersus Pythagoræ opusculum præstantissimum & religioni Christianæ consentaneum ab Aurispa in latinum sermonē traductum,,,,,,,1003969119,,
1136987010,Aal,Andachten die auch dem Gesangsbuch zum gottesdienstlichen Gebrauch der Reformirten Gemeinden in Kurpfalz beygefügt werden können,,,,,,,,,
1136987126,Aal,"Catechismus, Oder Kurzer Unterricht christlicher Lehr, Wie der In Kirchen und Schulen der Churfürstl. Pfalz und anderen Orten getrieben wird",,,,,,,,,
1137226366,Aal,Etwas für Leipzig,an Herrn Johann Carl Wezel,,,,,,,1003965970,Qdl
1137226714,Aal,Raisonnirendes Protokoll über die Streitigkeiten zwischen Herrn D. Platner und Herrn Wezel,,,,,,,,1003965970,Qdl
1137227672,Aal,Papiere von Johann Karl Wezel wider D. Ernst Platnern,,,,,,,,1003965970,Qdl
1137227850,Aal,"Der @Kriticker, veranlaßt durch die Streitigkeit des Herrn Dr. Platners und Herrn Wetzels",,,,,,,,1003965970,Qdl
1137227931,Aal,"Ein @Wort brüderlicher Liebe, zu Milderung der strengen und unbarmherzigen Urtheile über das P. und W. Verfahren",,,,,,,,1003965970,Qdl
1137228067,Aal,Sendschreiben an den Verfasser der unpartheyischen Beurteilung bei Gelegenheit der zwischen Herrn Dr. Platner und Herrn Wezel entstandenen Streitigkeit,,,,,,,,1003965970,Qdl
1137228164,Aal,Philosophisches Sendschreiben eines Göttingischen Studenten an einen Kandidaten in Leipzig über die Doktor Ernst Platners und Johann Carl Wezels bekannte Streitigkeit,,,,,,,,1003965970,Qdl
1137228296,Aal,"Gespräch im Reiche der Todten zwischen dem Antiquar und Sprachmeister, Adolph Friedrich Kritzinger, und dem Antiquar Petschke in der Ritterstrasse",,,,,,,,1003965970,Qdl
1137228555,Aal,Gespräch im Reiche der Todten zwischen den Leipziger Buchhändlern Adam Friedrich Böhme und Karl Friedrich Schneider die Platner- und Wezelschen Streitschriften betreffend,,,,,,,,1003965970,Qdl
1137228628,Aal,Gespräch im Reiche der Todten zwischen D. Ernst Platner und Johann Karl Wezel über die in ihrem Leben mit einander geführten Streitigkeiten,,,,,,,,1003965970,Qdl
1137228660,Aal,Etwas noch nicht Gesagtes,nebst einer Historie,,,,,,,1003965970,Qdl
